College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 75,Australia,8936,7466,1470,9.7687845,2097569,Computer Science,Basketball,18,74.61,440
College 33,Australia,25576,2570,14642,8.764710500000001,769421,Civil Engineering,Swimming,19,70.05000000000001,499
College 31,China,25454,12439,12537,8.625552,3751104,Chemical Engineering,Athletics,16,100.0,386
College 54,South Africa,23095,10373,1485,10.0,4928447,Civil Engineering,Cricket,6,91.21,614
College 44,UK,10431,2336,3559,9.060895,1141790,Biotechnology,Cricket,15,93.19,271
College 34,Singapore,9063,14667,-5604,7.442839999999999,345680,Economics,Football,43,87.0,272
College 71,UK,24043,13242,10801,8.264279,428558,Physics,Basketball,45,84.05,717
College 62,South Africa,12535,2636,9899,8.2542195,748439,Civil Engineering,Swimming,15,96.46,262
College 23,Japan,8878,7907,971,9.907867,1795734,Biotechnology,Cricket,34,88.79,557
College 46,China,5465,9951,-4486,8.0169685,793937,Civil Engineering,Basketball,46,68.80999999999999,457
College 56,Canada,10752,10912,-160,7.2956535,671307,Economics,Swimming,3,97.97,306
College 7,Canada,17270,1530,13942,9.28237,3724740,Physics,Volleyball,9,81.10000000000001,562
College 89,South Africa,25968,3256,4046,9.644413,3928826,Electrical Engineering,Chess,21,99.08,320
College 61,China,6898,4956,1942,8.0864025,3112805,Biotechnology,Volleyball,15,86.23,139
College 3,Switzerland,17582,10443,1881,8.996199,4332398,Mechanical Engineering,Swimming,47,84.49000000000001,617
College 38,UK,22556,1607,8951,8.916252,3352504,Electrical Engineering,Athletics,2,84.47,652
College 84,Japan,5646,2760,2886,8.9468775,4053755,Business Administration,Tennis,16,100.0,287
College 34,UK,21438,12477,6173,10.0,4416051,Mechanical Engineering,Athletics,5,80.47,264
College 44,USA,1642,9068,-7426,9.2215815,2643163,Economics,Cricket,47,84.13000000000001,293
College 30,UK,24238,1994,14647,9.612361,4564722,Civil Engineering,Athletics,33,92.94,601
College 17,China,16243,7400,5746,8.711735000000001,1323470,Mechanical Engineering,Athletics,12,73.38000000000001,405
College 59,South Africa,26090,12065,8301,9.450417,2200834,Biotechnology,Volleyball,38,97.12,399
College 10,South Africa,28974,13845,11932,9.2861325,872265,Physics,Tennis,30,75.35,755
College 99,Canada,27062,1090,1989,10.0,4464677,Mathematics,Chess,46,74.88,676
College 84,Switzerland,4286,2300,1986,8.271487500000001,4662975,Biotechnology,Badminton,38,100.0,500
College 18,India,21345,3918,10209,9.807659,3995318,Computer Science,Athletics,3,95.82,483
College 45,South Africa,8209,11059,-2850,6.717438,2354876,Chemical Engineering,Athletics,34,100.0,166
College 91,China,29804,4205,2834,8.5876365,1515273,Economics,Football,48,95.84,711
College 59,USA,6160,5039,1121,5.966303,592606,Business Administration,Volleyball,28,80.72,323
College 62,Australia,24988,4367,12005,10.0,2360916,Electrical Engineering,Athletics,31,69.39,339
College 59,China,15909,6908,7289,9.886841,1933682,Civil Engineering,Swimming,23,63.14,364
College 49,Japan,6596,2796,1671,6.7142645000000005,1608529,Chemical Engineering,Chess,2,71.09,258
College 100,Australia,26938,2341,5917,10.0,3132119,Mathematics,Chess,42,72.84,487
College 63,Canada,23909,8343,14339,10.0,4588611,Electrical Engineering,Chess,1,72.82,376
College 87,Canada,15743,4860,7414,8.561933999999999,723868,Computer Science,Badminton,23,92.2,406
College 32,China,3006,8430,-5424,7.647396,734792,Mathematics,Badminton,26,65.81,367
College 10,USA,22019,14354,7665,9.172738,1005476,Civil Engineering,Tennis,42,89.46000000000001,374
College 11,Switzerland,29680,8414,7402,10.0,1918645,Economics,Cricket,8,76.88,638
College 70,USA,3046,8106,-5060,10.0,3438194,Biotechnology,Tennis,34,67.51,196
College 62,India,16804,8129,1870,9.8411595,4582319,Chemical Engineering,Chess,35,83.15,651
College 47,Canada,19868,8450,3148,9.4024965,1164993,Business Administration,Cricket,6,63.71,270
College 34,South Africa,25423,9448,5389,9.581948,2223896,Mechanical Engineering,Basketball,13,99.38,613
College 100,Switzerland,8154,997,7157,8.9145765,2449153,Civil Engineering,Cricket,9,72.56,398
College 17,Singapore,7024,14236,-7212,7.4043325,368665,Mechanical Engineering,Volleyball,2,67.62,262
College 54,Switzerland,19151,6197,2902,8.435156500000002,4410313,Electrical Engineering,Basketball,19,90.75,261
College 76,Singapore,22957,7218,8592,8.004965499999999,1969931,Biotechnology,Basketball,6,93.46,708
College 85,Switzerland,19702,1130,12953,8.3545395,2629079,Electrical Engineering,Athletics,7,94.96,333
College 40,Singapore,7405,11757,-4352,9.03181,883620,Civil Engineering,Cricket,33,100.0,443
College 19,South Africa,13660,8289,3008,8.2418945,2243789,Physics,Cricket,17,67.37,571
College 67,Japan,26070,10334,6361,7.4035315,2247063,Chemical Engineering,Swimming,12,98.19,602
College 82,Switzerland,16733,8044,7674,10.0,4719308,Civil Engineering,Swimming,20,69.54,461
College 53,Canada,9151,2515,6636,8.887516,4535032,Physics,Football,5,73.42,276
College 64,Japan,27085,8206,9754,9.7977855,1055571,Biotechnology,Basketball,9,69.43,736
College 83,India,28382,3763,13172,7.6992885,2918577,Computer Science,Cricket,25,67.75,492
College 47,Singapore,3673,5100,-1427,9.576646,2853292,Mathematics,Chess,30,80.12,205
College 6,UK,5209,6831,-1622,8.933707,4367414,Chemical Engineering,Volleyball,23,95.31,511
College 16,Switzerland,18629,13099,3076,8.231474,2482948,Biotechnology,Chess,32,100.0,288
College 72,Australia,9914,1850,5798,9.861298,3722596,Chemical Engineering,Swimming,12,80.64,300
College 18,Australia,28193,5505,1479,10.0,4318942,Biotechnology,Basketball,1,63.120000000000005,362
College 52,USA,27971,13999,7059,7.932184,944368,Physics,Athletics,32,70.3,601
College 48,Australia,29694,7888,12585,7.988789,2797578,Civil Engineering,Basketball,19,85.9,612
College 43,Canada,17855,13723,4132,8.751149,2942298,Business Administration,Chess,20,84.71,621
College 39,Japan,13275,14599,-1324,8.358943,3357886,Business Administration,Basketball,1,72.03999999999999,486
College 49,South Africa,23554,8486,11919,9.6137745,3627549,Electrical Engineering,Football,21,64.50999999999999,475
College 12,USA,10721,12664,-1943,8.1974695,1734939,Computer Science,Football,36,100.0,342
College 10,Switzerland,23348,1989,10935,10.0,4040175,Physics,Cricket,24,93.22,380
College 71,Australia,1586,11323,-9737,8.3337425,2447485,Physics,Football,47,92.2,319
College 55,Australia,9061,5285,2167,9.4843185,2128637,Civil Engineering,Basketball,20,81.83,484
College 1,Singapore,20470,1722,6297,9.8705175,4881035,Physics,Football,22,72.4,339
College 49,China,15749,10827,4685,10.0,4828627,Physics,Swimming,18,75.71,318
College 36,South Africa,17773,7087,10686,9.757875,2195750,Physics,Chess,43,78.81,252
College 21,Australia,24320,1865,13033,8.771457,4262914,Civil Engineering,Tennis,36,100.0,669
College 37,Canada,11230,9607,1623,9.1268665,2793733,Biotechnology,Swimming,22,68.12,515
College 24,Canada,21510,5767,3157,5.14265,2525300,Business Administration,Football,16,96.16,296
College 55,Singapore,9970,3961,2056,9.1029115,925823,Biotechnology,Volleyball,46,73.64,506
College 25,Japan,13099,8819,4280,9.2851015,3070203,Physics,Tennis,42,74.75,436
College 7,USA,18358,8827,1250,8.623106,2466212,Computer Science,Basketball,7,92.45,449
College 81,Singapore,10071,4851,1806,8.291747,443494,Biotechnology,Football,1,95.33,264
College 93,Australia,14079,11372,2707,7.024296,1228592,Computer Science,Tennis,20,84.27,469
College 94,USA,13045,7874,5171,10.0,1577542,Computer Science,Chess,44,86.95,266
College 71,USA,12287,6678,5609,9.872986999999998,1505974,Physics,Chess,34,68.03,574
College 97,China,4926,8989,-4063,9.111675,3403350,Biotechnology,Cricket,47,77.48,216
College 71,Switzerland,10284,7360,2924,9.752032,2824064,Business Administration,Football,28,98.43,509
College 24,China,3670,4303,-633,9.1040365,908073,Mechanical Engineering,Basketball,12,82.9,113
College 11,Japan,29313,13575,3281,10.0,4690607,Mathematics,Cricket,16,67.33,615
College 73,UK,3141,11856,-8715,7.194221000000001,908442,Mechanical Engineering,Football,4,97.29,265
College 12,UK,22499,7480,992,7.1971585,1214317,Mechanical Engineering,Cricket,31,68.57,721
College 35,Switzerland,23313,5494,538,5.6383295,936659,Chemical Engineering,Cricket,7,78.05,510
College 63,UK,4685,627,4058,9.1714385,4322877,Business Administration,Athletics,12,97.92,363
College 68,China,12823,8206,4617,8.7037935,727587,Biotechnology,Cricket,32,75.0,502
College 100,Japan,25825,9016,11284,9.1646715,2869343,Biotechnology,Badminton,23,81.7,454
College 92,USA,21274,7152,10308,8.7739615,2127923,Business Administration,Cricket,48,93.01,432
College 57,UK,4522,8111,-3589,6.136292,292584,Economics,Volleyball,16,83.39999999999999,292
College 13,Singapore,23131,12287,10844,8.0962665,3852533,Computer Science,Chess,12,94.24,674
College 23,India,4473,1764,2709,6.7326565,1105313,Mechanical Engineering,Athletics,27,92.81,205
College 83,Singapore,8253,2986,1352,7.634524,569048,Electrical Engineering,Athletics,22,91.78,575
College 39,Singapore,4570,1316,3254,9.572858,4045716,Computer Science,Volleyball,44,82.86,329
College 88,UK,25603,7507,6079,10.0,4967454,Civil Engineering,Cricket,8,74.53999999999999,553
College 80,China,12293,4069,1705,7.2797945,1159589,Electrical Engineering,Athletics,47,95.11,250
College 97,South Africa,24553,10947,3819,9.995331,1770662,Computer Science,Swimming,38,74.13,516
College 12,UK,21936,8334,1523,8.445005,690010,Computer Science,Basketball,39,88.07000000000001,644
College 34,USA,10664,959,9705,8.865967999999999,1031936,Electrical Engineering,Cricket,4,89.19000000000001,442
College 71,Switzerland,20235,13632,2103,7.517722,895444,Civil Engineering,Badminton,0,99.5,457
College 75,South Africa,12768,3563,9205,9.3143335,4548667,Computer Science,Athletics,17,80.10000000000001,579
College 31,Australia,16124,14751,1143,10.0,4818182,Business Administration,Basketball,7,83.03,533
College 93,Japan,9253,13018,-3765,8.570464,4620928,Electrical Engineering,Basketball,30,81.57,506
College 62,India,14237,13712,525,10.0,4615882,Mathematics,Football,30,88.56,243
College 13,UK,7171,2330,2760,7.727260999999999,594522,Biotechnology,Athletics,48,68.29,481
College 31,South Africa,16331,13315,3016,9.9104395,4480879,Civil Engineering,Cricket,42,87.36,319
College 2,Canada,7431,2552,4879,8.905498,630996,Computer Science,Tennis,27,86.54,320
College 15,South Africa,26785,2157,1738,9.0552405,570481,Physics,Chess,8,83.17999999999999,486
College 57,Canada,26157,12958,5733,8.484062,1848124,Biotechnology,Chess,41,82.53999999999999,629
College 75,India,28772,11232,10819,10.0,3621067,Computer Science,Cricket,6,91.9,455
College 34,Canada,8318,1580,6738,8.3083955,1556791,Economics,Swimming,7,85.5,523
College 68,Canada,11053,3668,7385,6.886108,1712216,Computer Science,Swimming,28,66.76,436
College 75,Japan,2915,9479,-6564,8.291418499999999,2222837,Mechanical Engineering,Badminton,25,71.54,122
College 29,Australia,28071,9433,5818,9.572281,3844562,Mathematics,Swimming,46,100.0,392
College 66,USA,26045,14743,3056,9.8178965,4815793,Biotechnology,Athletics,16,89.78999999999999,507
College 16,India,8838,6483,2355,9.828785,4637570,Business Administration,Swimming,5,91.73,319
College 39,Canada,18426,2211,10460,6.9491385,958277,Computer Science,Basketball,7,87.13000000000001,515
College 77,Switzerland,12975,14501,-1526,9.9722875,4424575,Electrical Engineering,Badminton,42,69.19,595
College 37,Singapore,7151,9205,-2054,10.0,2942770,Business Administration,Chess,4,64.85000000000001,286
College 81,Switzerland,14779,2687,6712,5.9203465,1360693,Biotechnology,Tennis,29,92.68,560
College 21,USA,15590,922,9669,9.7478085,4975617,Biotechnology,Cricket,9,98.65,491
College 44,USA,3367,11304,-7937,10.0,3357606,Computer Science,Volleyball,17,82.81,479
College 19,Switzerland,10943,8114,1304,9.4697495,3299499,Business Administration,Volleyball,23,93.72,304
College 71,UK,14949,14847,102,7.559355,1578710,Mathematics,Chess,45,79.51,549
College 8,Australia,26128,5269,13916,7.7670435,2894087,Biotechnology,Volleyball,34,88.65,409
College 77,Switzerland,23388,12380,11008,6.706212,232424,Chemical Engineering,Chess,4,70.92,536
College 66,Switzerland,10394,12949,-2555,7.717516,1215032,Economics,Athletics,23,84.88,303
College 41,China,14830,14591,239,9.1843175,2508635,Mechanical Engineering,Swimming,41,91.81,447
College 75,Singapore,3556,6634,-3078,7.131435,1082870,Biotechnology,Basketball,2,68.29,94
College 88,UK,23707,516,9740,9.0929065,1645813,Electrical Engineering,Football,11,89.69999999999999,706
College 70,India,25647,7417,11273,8.9924335,3004867,Biotechnology,Football,34,92.15,710
College 61,Switzerland,14018,4625,6091,10.0,1097109,Chemical Engineering,Athletics,43,68.38,579
College 26,South Africa,14034,13897,137,10.0,4723592,Economics,Swimming,35,85.0,335
College 71,India,18666,14232,4434,9.9350475,2070095,Electrical Engineering,Athletics,46,85.36999999999999,664
College 83,Japan,1144,1354,-210,9.856072,3112144,Electrical Engineering,Volleyball,29,96.77,327
College 70,Singapore,6892,10947,-4055,8.830794000000001,2681588,Economics,Chess,37,96.73,297
College 29,China,25549,14558,8445,7.1009745,1521949,Biotechnology,Swimming,39,83.85000000000001,650
College 66,USA,18902,2829,611,6.254079,1228158,Electrical Engineering,Cricket,9,91.81,243
College 19,Switzerland,8240,12195,-3955,10.0,2669390,Electrical Engineering,Swimming,36,80.14,548
College 68,Switzerland,6490,10338,-3848,7.1816640000000005,1883328,Computer Science,Cricket,17,86.72,372
College 58,Canada,4141,3867,274,7.644176499999999,3268353,Physics,Basketball,7,67.64,180
College 70,UK,22639,2194,7020,9.2563645,3552729,Physics,Swimming,8,99.36,608
College 57,Australia,7059,9505,-2446,8.499587,379174,Civil Engineering,Basketball,48,100.0,174
College 37,Singapore,10113,5557,4556,7.9031515,246303,Physics,Volleyball,29,69.58000000000001,229
College 61,UK,20631,14390,6241,10.0,4676158,Business Administration,Swimming,7,79.62,370
College 92,Singapore,29755,8270,4656,9.744847,2649694,Mechanical Engineering,Volleyball,16,62.45,610
College 30,India,1281,6255,-4974,8.9571775,3194355,Economics,Chess,20,78.8,445
College 71,Switzerland,27997,10648,7832,9.4928945,4405789,Civil Engineering,Tennis,14,87.45,550
College 73,Switzerland,16298,10473,5825,10.0,4994016,Chemical Engineering,Basketball,0,98.99,265
College 25,Switzerland,19415,855,2555,8.5826075,2145215,Biotechnology,Cricket,39,100.0,570
College 97,USA,9633,3460,516,6.748470999999999,556942,Mechanical Engineering,Tennis,10,84.84,575
College 65,India,12032,13791,-1759,8.7478485,3415697,Mathematics,Football,5,78.46,329
College 6,South Africa,21238,12763,5035,7.508147999999999,736296,Physics,Football,45,85.75,659
College 18,USA,25330,12510,5038,10.0,4939253,Electrical Engineering,Basketball,36,91.51,398
College 10,Japan,22087,3184,1608,8.66712,1974240,Electrical Engineering,Athletics,15,68.44,286
College 92,Japan,23017,4049,9759,8.7847635,609527,Economics,Cricket,11,74.1,315
College 11,Canada,27134,3639,14942,9.0159065,4551813,Economics,Chess,32,82.51,618
College 97,India,26180,8284,2299,6.5908535,601707,Economics,Football,37,72.22,472
College 65,Switzerland,19461,4805,11902,8.0418755,3283751,Biotechnology,Tennis,3,87.86,426
College 77,UK,20023,14619,1344,9.2225975,3525195,Business Administration,Basketball,2,94.71,695
College 84,USA,4584,9358,-4774,6.423708,1147416,Computer Science,Volleyball,45,87.22,244
College 65,Japan,20660,5074,7439,7.943440499999999,4626881,Chemical Engineering,Cricket,5,72.39,698
College 52,Singapore,13195,9708,3487,10.0,3872650,Computer Science,Volleyball,8,85.7,434
College 67,South Africa,10472,13275,-2803,9.952377,3304754,Biotechnology,Chess,45,67.72999999999999,378
College 82,India,21324,2687,8654,9.581337,4642674,Civil Engineering,Badminton,14,91.37,385
College 78,UK,3012,14994,-11982,8.442754,2805508,Economics,Swimming,36,73.75,454
College 31,UK,12837,11919,918,9.0863225,1512645,Business Administration,Athletics,1,73.69999999999999,581
College 91,Singapore,29239,12387,8322,9.1443085,3448617,Civil Engineering,Cricket,32,90.87,491
College 17,Switzerland,15578,11863,3715,7.951266499999999,1782533,Business Administration,Tennis,23,77.85,459
College 55,Japan,28179,8973,6287,8.2911255,1762251,Mechanical Engineering,Basketball,47,84.13000000000001,362
College 93,China,11248,13028,-1780,8.298938000000001,497876,Biotechnology,Football,34,71.28,390
College 36,Australia,8768,1024,6125,9.0802125,940425,Mathematics,Badminton,33,65.46,244
College 26,UK,11261,6085,4051,7.580715,1561430,Chemical Engineering,Basketball,20,99.99,233
College 53,Japan,26256,10206,4639,10.0,1846479,Mechanical Engineering,Football,4,64.17,344
College 17,USA,1257,7556,-6299,8.382394,1764788,Biotechnology,Basketball,28,89.36,478
College 86,Singapore,29800,13084,10224,8.6263385,4052677,Electrical Engineering,Cricket,36,81.63,414
College 25,UK,10225,12051,-1826,10.0,3959507,Business Administration,Badminton,36,83.22,173
College 2,UK,12874,10200,2674,10.0,3463368,Physics,Volleyball,40,80.27,344
College 86,Singapore,21055,8457,9020,9.6903835,2360767,Biotechnology,Football,48,72.75,488
College 5,Canada,25753,5227,10998,8.7330185,1526037,Physics,Basketball,49,95.81,401
College 4,Canada,18131,5217,12914,7.183967,4207934,Electrical Engineering,Swimming,42,90.66,404
College 36,India,20886,12118,8768,7.8625675,2545135,Mathematics,Football,47,83.34,523
College 6,Japan,3733,10307,-6574,9.0523385,1984677,Computer Science,Football,26,80.8,272
College 21,USA,21169,10742,6011,8.8592005,2058401,Physics,Swimming,19,75.65,511
College 77,China,8269,9201,-932,8.133987,2567974,Civil Engineering,Swimming,16,63.940000000000005,301
College 89,Australia,20347,5857,2448,8.367824,2395648,Civil Engineering,Volleyball,37,76.73,356
College 26,UK,9819,8073,1746,8.256528,893056,Physics,Swimming,10,76.33,526
College 55,China,22195,5550,1833,8.3055455,2071091,Business Administration,Athletics,45,92.59,506
College 39,China,17571,3154,9281,9.401962,643924,Economics,Football,10,64.64,626
College 84,South Africa,8702,14083,-5381,9.9101555,4360311,Business Administration,Basketball,27,79.45,315
College 33,South Africa,24318,8036,13194,7.2935875,207175,Mechanical Engineering,Volleyball,39,64.32000000000001,294
College 14,Canada,8752,821,5081,8.1884615,2316923,Electrical Engineering,Tennis,3,97.68,550
College 56,USA,1829,7083,-5254,7.326687,1953374,Mathematics,Volleyball,11,93.1,284
College 100,USA,6251,2633,3618,6.9566815,2993363,Electrical Engineering,Athletics,30,66.55,154
College 81,USA,19140,8363,7014,8.690826,1881652,Biotechnology,Athletics,8,88.57,481
College 21,Japan,18562,7233,7007,10.0,3666118,Civil Engineering,Chess,12,93.01,594
College 46,China,19396,14337,5059,9.6536415,3947283,Chemical Engineering,Athletics,33,95.56,588
College 16,South Africa,11552,4075,7477,9.919988,4159976,Biotechnology,Chess,27,96.08,408
College 16,Switzerland,20779,5688,2669,10.0,4518846,Economics,Chess,15,90.96,381
College 84,Switzerland,23849,1678,1545,9.926168,4672336,Chemical Engineering,Cricket,24,65.67,632
College 29,UK,16869,6434,7477,10.0,1037200,Electrical Engineering,Basketball,41,98.15,430
College 92,UK,29358,963,1244,7.9939,2287800,Electrical Engineering,Swimming,15,73.92,541
College 8,China,20768,14647,6121,8.1712245,282449,Economics,Basketball,25,63.11,621
College 88,UK,17426,13898,3528,9.695077,870154,Business Administration,Swimming,5,100.0,418
College 3,India,9111,4577,4524,7.468328,1716656,Electrical Engineering,Chess,43,100.0,428
College 89,Canada,16785,3645,13140,8.3376675,4615335,Mathematics,Chess,15,71.07,268
College 19,USA,15318,6866,4619,6.244762499999999,449525,Mechanical Engineering,Badminton,40,70.36,549
College 97,Switzerland,1523,13838,-12315,7.721714,283428,Mechanical Engineering,Badminton,28,87.73,318
College 66,South Africa,5186,12891,-7705,9.3854355,4910871,Chemical Engineering,Basketball,15,99.17,505
College 79,USA,5533,4390,1143,10.0,3582296,Physics,Cricket,33,93.84,427
College 86,India,20541,1454,11488,9.860926,4501852,Biotechnology,Swimming,25,83.73,572
College 74,Japan,8018,8750,-732,9.9536585,4707317,Computer Science,Football,1,70.28,463
College 82,China,27185,12866,14319,8.7997815,4539563,Mathematics,Basketball,4,98.0,365
College 22,Japan,15626,2699,9417,7.9578955,2255791,Mechanical Engineering,Tennis,17,70.24000000000001,315
College 46,India,20380,7593,10310,8.3715625,2043125,Civil Engineering,Athletics,42,74.85000000000001,661
College 91,South Africa,13115,13910,-795,10.0,4752171,Physics,Football,4,93.05,280
College 13,UK,25863,8832,4127,9.654246,2168492,Civil Engineering,Athletics,23,99.72,650
College 33,USA,21691,13697,7994,9.6070535,3094107,Electrical Engineering,Athletics,7,68.56,572
College 5,Switzerland,29036,12345,4161,9.7267735,3333547,Mechanical Engineering,Tennis,25,88.43,358
College 90,Japan,8836,1465,7371,9.41219,3384380,Physics,Badminton,39,100.0,477
College 77,Singapore,21698,8787,12911,7.288958999999999,457918,Biotechnology,Football,14,73.61,383
College 27,Singapore,17729,8904,8825,9.106946,4913892,Computer Science,Athletics,39,73.87,305
College 78,South Africa,10226,12552,-2326,7.782259000000001,1604518,Electrical Engineering,Volleyball,19,82.79,293
College 24,South Africa,5715,5777,-62,10.0,4741513,Economics,Badminton,35,73.78,213
College 67,India,27666,11817,11126,8.1410675,342135,Computer Science,Athletics,8,88.81,640
College 63,China,26157,13513,3345,10.0,3908437,Mechanical Engineering,Basketball,16,89.75999999999999,591
College 94,Switzerland,15471,7558,7913,8.7779825,3515965,Physics,Football,45,94.13,337
College 99,Canada,26772,7022,10872,8.4360675,2632135,Civil Engineering,Basketball,23,75.92999999999999,610
College 48,Japan,11606,3758,7586,7.6718675,1503735,Chemical Engineering,Cricket,34,99.99,196
College 63,Switzerland,27433,7970,2642,8.220836,761672,Civil Engineering,Tennis,18,75.33,347
College 78,Canada,4261,13493,-9232,9.8388955,3437791,Economics,Football,38,64.25,262
College 12,Canada,3742,4564,-822,9.1185205,1017041,Business Administration,Basketball,14,69.95,264
College 28,South Africa,14914,3316,11598,8.31397,2947940,Mathematics,Chess,45,66.97,576
