College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 60,Canada,17360,9459,7901,9.106924,3153848,Mechanical Engineering,Cricket,0,73.57,628
College 59,Japan,26003,11842,8013,7.699740500000001,2259481,Physics,Football,15,79.38,453
College 15,Canada,23280,8179,2796,9.4098115,1119623,Biotechnology,Football,47,97.4,728
College 29,USA,17316,7437,9879,8.9951165,2410233,Electrical Engineering,Cricket,22,85.85000000000001,469
College 75,Australia,8611,7359,1252,6.665843000000001,4371686,Civil Engineering,Volleyball,30,70.2,376
College 82,USA,6970,8554,-1584,8.4869935,1793987,Mechanical Engineering,Badminton,39,66.85000000000001,531
College 40,Canada,3612,4192,-580,8.4235095,607019,Physics,Volleyball,7,85.4,454
College 31,USA,11721,6795,4926,6.08682,473640,Business Administration,Tennis,9,62.06,206
College 73,Japan,11569,1719,9850,7.087562,995124,Computer Science,Swimming,21,68.91999999999999,319
College 86,Switzerland,19990,11235,8755,7.3269515,3153903,Mechanical Engineering,Basketball,15,89.05,671
College 11,Switzerland,20855,5929,946,8.9760895,2312179,Civil Engineering,Basketball,12,85.63000000000001,524
College 81,Singapore,21526,1683,2542,10.0,4037473,Chemical Engineering,Basketball,41,85.57,476
College 97,Canada,22247,8544,10222,10.0,1899937,Mathematics,Badminton,18,78.35,281
College 62,Switzerland,9612,8569,1043,8.216363,3312726,Physics,Volleyball,16,69.50999999999999,226
College 75,China,26366,947,8963,7.433527,707054,Computer Science,Cricket,25,91.57,579
College 8,Japan,25548,3189,12288,6.989435,1658870,Mathematics,Basketball,30,66.66,366
College 51,Singapore,23686,2776,13632,10.0,2489982,Chemical Engineering,Volleyball,21,100.0,473
College 57,USA,29663,3504,13988,10.0,4999896,Civil Engineering,Badminton,32,64.25,591
College 4,USA,13799,1683,7806,7.8014705,3002941,Biotechnology,Chess,1,86.50999999999999,435
College 36,Singapore,22817,1865,7158,10.0,4663576,Business Administration,Chess,26,97.7,653
College 19,Canada,11174,8984,2190,10.0,4497548,Mathematics,Chess,9,71.77000000000001,217
College 24,Australia,12137,13155,-1018,6.099716,959432,Business Administration,Tennis,32,85.38000000000001,567
College 41,South Africa,25917,3938,11923,10.0,3755970,Civil Engineering,Chess,0,99.85,617
College 49,USA,3025,12474,-9449,10.0,3845105,Chemical Engineering,Tennis,12,91.41,523
College 82,Switzerland,6500,12203,-5703,7.825665499999999,1551331,Civil Engineering,Cricket,49,72.83000000000001,560
College 97,India,23517,1498,7019,7.700603500000001,261207,Biotechnology,Cricket,4,76.62,542
College 46,USA,18155,11195,6960,10.0,4445093,Business Administration,Football,30,75.89,355
College 36,South Africa,29768,9040,13713,8.751777,3943554,Civil Engineering,Volleyball,17,76.03,544
College 10,Canada,28645,9177,6487,7.7691135,1658227,Economics,Swimming,5,63.19,411
College 78,South Africa,28797,14256,12554,9.7654445,4310889,Civil Engineering,Basketball,27,63.96,729
College 7,Switzerland,1696,12872,-11176,8.5524685,3544937,Civil Engineering,Chess,8,91.49,141
College 12,China,7174,12974,-5800,8.157223,2734446,Biotechnology,Cricket,36,100.0,249
College 86,South Africa,27315,6717,775,7.6978445,575689,Physics,Tennis,38,77.48,605
College 91,Singapore,16968,13929,3039,8.9382605,3836521,Biotechnology,Volleyball,18,92.69,270
College 48,UK,7965,7867,98,8.346334,3732668,Mechanical Engineering,Basketball,6,90.82,251
College 37,Singapore,27515,8625,6156,8.7125105,1465021,Electrical Engineering,Cricket,17,68.57000000000001,650
College 75,Japan,19600,10786,4435,10.0,4147197,Computer Science,Badminton,14,62.48,423
College 36,China,8176,1577,6599,8.126168,2212336,Physics,Athletics,11,78.08,566
College 60,Singapore,15511,7018,8493,10.0,1727726,Civil Engineering,Volleyball,31,66.37,615
College 77,Singapore,4862,6382,-1520,10.0,2534657,Biotechnology,Athletics,46,66.98,394
College 96,Switzerland,22920,6793,13077,8.0183565,516713,Computer Science,Cricket,31,89.96,283
College 8,Singapore,18874,8258,9020,7.417218,2814436,Chemical Engineering,Chess,20,71.55,328
College 7,Singapore,29960,8346,2451,10.0,3212311,Mechanical Engineering,Badminton,4,89.49000000000001,764
College 43,South Africa,3500,9794,-6294,6.8169545,1433909,Civil Engineering,Chess,1,76.71,424
College 58,South Africa,29094,8156,8551,9.669077,3038154,Civil Engineering,Basketball,15,64.82,737
College 81,Japan,25054,8467,5239,8.5278825,1675765,Physics,Cricket,33,100.0,488
College 86,South Africa,2332,9678,-7346,9.8031435,3926287,Biotechnology,Athletics,42,72.8,123
College 46,USA,13658,11629,2029,8.58257,1705140,Chemical Engineering,Badminton,45,93.64,267
College 34,Japan,26364,14226,12138,6.2627325,2205465,Business Administration,Badminton,42,84.10000000000001,682
College 84,Switzerland,1831,7363,-5532,9.2198725,1579745,Mechanical Engineering,Tennis,26,87.35,109
College 72,Canada,28935,11021,11272,6.5232385,1366477,Civil Engineering,Swimming,33,84.98,756
College 22,Japan,20647,9983,9440,8.1798015,419603,Physics,Tennis,35,72.0,591
College 91,South Africa,20880,10714,5665,7.784974,2089948,Biotechnology,Tennis,12,78.33,519
College 98,UK,13754,1530,12224,10.0,630857,Biotechnology,Basketball,38,68.86,455
College 21,Canada,8213,14385,-6172,7.7109305,1601861,Business Administration,Badminton,8,100.0,417
College 15,South Africa,25981,14832,9302,7.373118,2246236,Computer Science,Swimming,13,80.94,456
College 5,Switzerland,17145,2909,1255,10.0,4740423,Economics,Basketball,14,91.9,527
College 17,Japan,2123,13299,-11176,9.5529315,3405863,Mechanical Engineering,Swimming,33,100.0,125
College 72,South Africa,17246,14336,1573,8.1649255,3669851,Mechanical Engineering,Swimming,30,83.74,335
College 19,Canada,4224,11523,-7299,7.849527500000001,3739055,Civil Engineering,Athletics,41,66.53,253
College 5,Canada,12747,6066,6263,9.20413,1268260,Mathematics,Football,1,84.78999999999999,377
College 23,Australia,9025,11702,-2677,6.5403845,660769,Electrical Engineering,Cricket,36,65.75,168
College 83,USA,11316,7298,4018,10.0,4912358,Economics,Basketball,8,81.39999999999999,518
College 14,Singapore,19527,10230,6797,7.8766985,1033397,Biotechnology,Volleyball,26,92.53,436
College 10,India,16478,9495,6983,8.7568875,3913775,Mathematics,Cricket,1,63.97,615
College 31,China,19673,14639,5034,7.9755275,3211055,Biotechnology,Chess,40,89.26,271
College 13,Japan,22475,4336,11798,9.068407,336814,Mechanical Engineering,Athletics,27,72.97,557
College 22,China,12282,13832,-1550,9.336245,4212490,Civil Engineering,Cricket,22,63.96,348
College 37,India,15413,8934,4189,10.0,3934831,Physics,Tennis,13,99.95,437
College 39,Australia,15356,11078,4278,8.315933999999999,2091868,Mechanical Engineering,Basketball,46,91.21,258
College 10,China,28359,1599,7259,9.129223,3938446,Physics,Badminton,8,95.24,714
College 31,Canada,26649,6453,8316,7.5110385,3582077,Physics,Tennis,6,82.83,487
College 43,China,29311,6443,13506,10.0,3584743,Mathematics,Football,46,100.0,759
College 99,India,28708,6828,5032,6.9042615,608523,Biotechnology,Badminton,31,73.44,362
College 77,Australia,2359,4752,-2393,7.753730999999999,227462,Biotechnology,Badminton,37,97.36,241
College 94,Singapore,9548,4943,4605,9.27459,3549180,Physics,Volleyball,32,74.62,495
College 98,South Africa,1071,8853,-7782,9.229151,358302,Chemical Engineering,Swimming,25,69.14,62
College 36,Canada,7492,13869,-6377,7.722369,784738,Civil Engineering,Football,5,65.66,364
College 35,Singapore,18842,4465,6845,8.601229,2842458,Economics,Chess,8,76.03,246
College 68,USA,2457,794,1663,8.424634000000001,1789268,Mathematics,Tennis,10,62.82,75
College 55,Australia,20512,6774,8045,10.0,4010006,Biotechnology,Athletics,19,97.22,413
College 68,UK,24748,4509,4978,8.885641,4851282,Chemical Engineering,Cricket,27,96.15,325
College 47,India,7679,7575,104,10.0,2345626,Physics,Athletics,39,89.60000000000001,337
College 6,Switzerland,3302,9962,-6660,9.5412575,842515,Computer Science,Chess,18,68.06,119
College 28,Singapore,14065,6934,7131,7.0799005,739801,Electrical Engineering,Chess,27,100.0,418
College 30,South Africa,18092,11835,6257,9.4701415,4860283,Economics,Athletics,3,81.33,358
College 27,China,11796,7185,4611,10.0,2746998,Biotechnology,Volleyball,43,99.96,589
College 69,China,13469,14915,-1446,10.0,4603952,Mechanical Engineering,Badminton,11,88.27,554
College 39,UK,15059,8094,3996,9.6619235,3063847,Electrical Engineering,Swimming,6,84.58,585
College 35,China,11865,11233,630,9.444764,4309528,Chemical Engineering,Chess,3,93.91,385
College 44,China,2290,9126,-6836,9.6601815,3000363,Civil Engineering,Athletics,10,85.5,411
College 15,China,25800,12681,13119,8.1209835,2341967,Mathematics,Football,34,74.52000000000001,483
College 83,India,18500,12603,5201,9.323888,4107776,Computer Science,Athletics,29,71.22,462
College 94,USA,7241,7580,-339,8.9994245,1678849,Biotechnology,Athletics,26,71.57,359
College 32,Singapore,4905,7234,-2329,9.783529,927058,Computer Science,Athletics,37,95.57,435
College 29,Switzerland,5844,13820,-7976,8.9161185,272237,Computer Science,Athletics,8,76.36,264
College 63,Canada,1936,7833,-5897,7.723119,1366238,Economics,Chess,20,95.47,290
College 6,Singapore,27934,1680,2547,10.0,3377499,Physics,Chess,24,98.8,421
College 90,UK,23575,8475,5938,6.9841025,3528205,Physics,Football,7,65.0,490
College 27,China,29660,7041,12347,8.737269000000001,694538,Biotechnology,Chess,16,99.7,484
College 99,South Africa,6935,3745,3190,10.0,3831005,Chemical Engineering,Athletics,3,64.27,398
College 28,Canada,4240,14927,-10687,10.0,1922437,Electrical Engineering,Swimming,34,69.68,334
College 5,Australia,28095,11329,917,8.794112,3288224,Economics,Volleyball,29,99.26,365
College 41,South Africa,27169,13160,8361,6.2789475,537895,Computer Science,Chess,6,99.09,551
College 56,Canada,29070,7735,14012,10.0,2582376,Mechanical Engineering,Swimming,20,77.21,782
College 54,Switzerland,11452,2521,8931,9.3943625,1108725,Economics,Basketball,0,97.18,178
College 80,Australia,26159,11246,12340,10.0,3183732,Biotechnology,Football,38,95.02,710
College 18,China,15729,5799,3608,9.081632,2163264,Economics,Swimming,32,80.3,347
College 77,UK,5404,1173,4231,9.64686,2013720,Computer Science,Chess,39,69.03,105
College 43,Australia,4180,9682,-5502,10.0,3698233,Chemical Engineering,Swimming,31,79.22,239
College 89,Singapore,17970,7684,8271,8.6723255,2484651,Electrical Engineering,Cricket,9,85.97,236
College 74,Japan,16163,5735,995,8.449546999999999,4399094,Physics,Chess,30,85.96,287
College 29,Switzerland,1077,2240,-1163,7.1751825,4430365,Biotechnology,Tennis,39,80.58000000000001,259
College 10,Switzerland,14892,3905,5706,10.0,4126845,Mathematics,Athletics,47,91.96,553
College 6,South Africa,17895,12042,5451,9.317764,2175528,Mechanical Engineering,Swimming,2,75.08,433
College 80,South Africa,15385,1591,13438,8.973481,3146962,Business Administration,Volleyball,15,97.21,611
College 89,Australia,4183,9070,-4887,8.852761,3845522,Physics,Volleyball,11,71.55,305
College 4,Australia,28416,1841,516,10.0,4774125,Civil Engineering,Tennis,16,85.97,685
College 34,USA,18945,12274,6671,10.0,3634330,Mathematics,Cricket,24,89.41000000000001,417
College 83,Canada,11789,9870,513,8.5784745,3916949,Mathematics,Basketball,33,81.97,356
College 33,UK,18963,9092,1673,9.2738915,3867783,Mechanical Engineering,Athletics,5,62.9,257
College 4,India,5961,6184,-223,9.6172855,714571,Electrical Engineering,Volleyball,16,81.19,328
College 44,Singapore,15864,3121,12743,10.0,4660468,Economics,Volleyball,46,71.19,320
College 98,Japan,2395,10630,-8235,9.2960865,4512173,Economics,Badminton,7,72.63000000000001,361
College 76,UK,10715,4375,6340,8.215426,2250852,Electrical Engineering,Athletics,1,82.05999999999999,539
College 31,Switzerland,20508,5389,6741,6.1044715,348943,Biotechnology,Chess,47,92.75,449
College 80,Japan,8843,14597,-5754,8.2320235,1684047,Economics,Tennis,11,72.38,205
College 66,China,1736,2241,-505,8.7384885,816977,Chemical Engineering,Basketball,1,85.72,446
College 58,Japan,2630,7736,-5106,8.5672085,3654417,Biotechnology,Tennis,35,85.67,398
College 60,Australia,14329,2584,3932,7.341527500000001,723055,Physics,Cricket,15,74.24,541
College 2,Australia,17651,5080,2854,9.879318,1738636,Economics,Athletics,19,76.11,413
College 36,South Africa,27053,7075,13397,6.7371315,1974263,Mathematics,Volleyball,27,66.19,552
College 70,UK,19826,4808,6305,7.558303,1456606,Electrical Engineering,Swimming,29,71.02000000000001,592
College 60,Canada,5350,1950,1341,7.590184000000001,2040368,Economics,Swimming,35,76.61,293
College 23,Switzerland,11009,13844,-2835,8.3421765,404353,Economics,Athletics,37,100.0,493
College 47,South Africa,9360,2991,6369,6.8948795,1109759,Chemical Engineering,Cricket,12,93.9,185
College 46,Japan,27503,11783,1878,9.849377,4918754,Civil Engineering,Tennis,10,94.97,680
College 80,Switzerland,14151,11203,2948,8.2057395,1131479,Physics,Tennis,13,83.58,372
College 44,Canada,6590,1006,4872,9.320588,3741176,Mechanical Engineering,Cricket,11,70.86,341
College 19,South Africa,23134,13497,3464,7.5846545,2989309,Economics,Badminton,5,74.47,333
College 49,Canada,1368,11487,-10119,9.9987395,2217479,Business Administration,Basketball,35,99.58,480
College 88,USA,11372,12235,-863,8.1365655,1593131,Economics,Cricket,18,91.57,375
College 58,Australia,11205,1501,506,10.0,2753263,Mechanical Engineering,Athletics,6,89.35,371
College 91,Singapore,15531,4715,3176,9.104874,4229748,Physics,Football,16,83.36,462
College 7,Singapore,24716,3183,14130,10.0,4759296,Physics,Cricket,38,95.79,691
College 94,South Africa,22755,2953,3069,8.180372,260744,Chemical Engineering,Athletics,29,96.79,528
College 41,Switzerland,2413,14003,-11590,10.0,4212421,Computer Science,Volleyball,3,89.42,402
College 78,Australia,12285,6947,5338,8.0417275,2383455,Economics,Basketball,24,97.18,497
College 15,USA,14913,8010,6903,8.2695765,3959153,Civil Engineering,Volleyball,8,82.45,271
College 76,India,7684,2452,4328,7.367995,2675990,Physics,Badminton,27,69.96000000000001,340
College 53,China,6060,6993,-933,7.9666345,2833269,Economics,Athletics,3,79.6,381
College 93,Singapore,21204,3506,8306,8.242613500000001,1165227,Economics,Football,40,78.99,620
College 23,South Africa,25722,11156,6899,10.0,3010948,Civil Engineering,Football,11,89.32,654
College 77,Singapore,21226,4571,8572,9.4894335,4938867,Economics,Cricket,9,72.45,504
College 73,USA,19983,2115,2955,10.0,4510433,Civil Engineering,Cricket,43,93.94,661
College 88,Canada,4277,11712,-7435,8.905903,4011806,Economics,Cricket,43,69.69,163
College 94,Australia,4118,1230,2888,9.5245375,1309075,Civil Engineering,Basketball,42,70.35000000000001,327
College 65,India,4967,9245,-4278,9.2315825,2823165,Mechanical Engineering,Athletics,8,81.85,341
College 60,Singapore,26959,8627,2535,7.957782,1795564,Computer Science,Badminton,44,68.84,468
College 10,China,27492,3055,6557,5.793238,466476,Computer Science,Swimming,17,65.03,769
College 58,Japan,6819,9917,-3098,8.256449,2912898,Economics,Tennis,37,83.4,192
College 47,India,29071,8434,3374,7.217632,1575264,Civil Engineering,Swimming,0,99.31,677
College 15,USA,25314,6207,14863,9.730155,4580310,Chemical Engineering,Volleyball,38,91.98,565
College 9,South Africa,21310,12123,8796,10.0,4912999,Mathematics,Tennis,19,99.6,407
College 13,India,4482,12736,-8254,8.286651,1613302,Civil Engineering,Swimming,39,95.0,189
College 23,Canada,18892,3892,12795,7.609979500000001,1659959,Physics,Basketball,44,100.0,517
College 33,South Africa,6823,12801,-5978,9.0324525,2364905,Electrical Engineering,Basketball,13,95.77,410
College 9,USA,16884,7531,1714,10.0,4405424,Mechanical Engineering,Swimming,9,90.0,237
College 3,USA,28115,5310,679,9.3974135,2154827,Business Administration,Football,44,79.11,361
College 94,Switzerland,10813,13902,-3089,9.274986,3589972,Business Administration,Chess,35,89.47,161
College 73,China,21981,9981,4120,7.419124,1038248,Physics,Football,3,97.36,288
College 25,South Africa,25330,11444,3258,8.4645175,1929035,Chemical Engineering,Volleyball,27,92.83,742
College 88,China,23734,1262,2707,8.446047499999999,312095,Electrical Engineering,Tennis,44,90.96,725
College 96,South Africa,19268,8258,11010,7.624394,648788,Mechanical Engineering,Swimming,1,82.67999999999999,550
College 71,UK,1334,13405,-12071,8.266928,1013856,Business Administration,Athletics,9,88.9,170
College 36,Switzerland,25856,1596,6636,7.3439665,1407933,Economics,Tennis,39,69.94000000000001,437
College 89,Australia,6204,2144,1370,10.0,4794244,Economics,Basketball,14,88.43,244
College 20,Canada,27026,5386,2923,7.8816395,963279,Biotechnology,Athletics,20,63.43,671
College 81,Canada,29726,11520,11359,8.6488175,3957635,Computer Science,Chess,44,85.32000000000001,486
College 54,Canada,9776,3259,6517,10.0,3457029,Mechanical Engineering,Cricket,12,75.60000000000001,515
College 100,Canada,10688,9341,1347,10.0,4888854,Civil Engineering,Tennis,49,86.87,420
College 90,China,18648,13185,5463,8.732550999999999,1605102,Physics,Basketball,26,93.1,658
College 19,Australia,28675,13208,524,9.145955,1211910,Chemical Engineering,Cricket,23,73.59,632
College 60,South Africa,14142,4665,1592,8.373882,2007764,Chemical Engineering,Chess,0,99.83,248
College 37,Japan,2436,11639,-9203,5.559187,358374,Electrical Engineering,Cricket,1,61.18,389
College 3,Singapore,23109,7295,9487,9.723275,3626550,Chemical Engineering,Volleyball,46,89.03999999999999,685
College 92,Switzerland,6464,3196,3268,9.7193175,4898635,Chemical Engineering,Volleyball,42,90.23,414
College 86,UK,28091,2816,3786,7.091839,1383678,Mechanical Engineering,Athletics,7,76.64,549
College 19,Canada,5514,6558,-1044,9.312744,3265488,Economics,Tennis,49,79.73,254
College 53,Canada,10600,562,10038,7.138188,1196376,Mathematics,Cricket,45,76.79,221
College 46,Japan,21503,9323,6038,8.913501,3707002,Biotechnology,Chess,40,86.82,354
College 80,China,10048,3861,6150,9.386094,1512188,Biotechnology,Basketball,15,83.41,458
College 56,Canada,17786,10698,5635,7.992637500000001,2765275,Business Administration,Tennis,10,67.58,480
College 70,UK,5768,7310,-1542,7.342747,1305494,Biotechnology,Basketball,21,96.99,468
College 31,UK,5199,1007,2205,9.4375995,3495199,Physics,Athletics,26,100.0,155
College 53,Singapore,19774,3978,11373,7.752006000000001,1544012,Mathematics,Chess,44,87.81,676
College 34,South Africa,11934,1334,9340,10.0,4837507,Electrical Engineering,Football,0,99.49,592
College 31,Japan,5147,1637,3510,7.888388,1836776,Business Administration,Basketball,31,90.83,491
College 60,Australia,13656,11412,2244,9.5497765,2279553,Business Administration,Basketball,34,94.2,307
College 11,Singapore,29390,539,8655,10.0,4226939,Business Administration,Chess,13,82.64999999999999,602
College 100,South Africa,26819,10517,921,7.2186345,437269,Biotechnology,Athletics,8,75.32,677
College 6,Singapore,1623,8130,-6507,8.684882,1709764,Electrical Engineering,Tennis,36,99.21,96
College 27,UK,28051,6489,710,7.226350999999999,332702,Business Administration,Tennis,49,78.06,552
College 7,USA,5849,3553,2296,7.4473155,1494631,Electrical Engineering,Volleyball,5,84.07,169
College 49,UK,26867,7274,8305,5.9957825,1731565,Civil Engineering,Swimming,21,80.52,373
College 96,India,16994,6229,3088,9.409513,239026,Chemical Engineering,Chess,22,82.83,472
College 72,Canada,4322,7200,-2878,9.6851905,3970381,Business Administration,Badminton,23,84.21,302
College 60,India,26593,3979,13497,8.8779855,2095971,Mathematics,Badminton,24,80.19000000000001,320
College 33,Australia,11695,2262,9433,9.146599,3413198,Economics,Tennis,42,88.26,283
College 47,USA,27401,5441,7921,9.352638,4625276,Economics,Basketball,28,84.36999999999999,758
College 44,UK,21469,9557,6488,9.1588495,1897699,Physics,Badminton,34,98.04,326
College 79,South Africa,28589,13310,9663,7.5022895,844579,Mechanical Engineering,Chess,28,82.91,665
College 27,South Africa,26006,788,7101,10.0,4168151,Civil Engineering,Athletics,41,87.69999999999999,631
College 94,Australia,23602,14943,5613,10.0,2594221,Physics,Football,1,73.33999999999999,566
College 22,Switzerland,19464,3498,12788,7.043226,2666452,Chemical Engineering,Swimming,25,81.54,264
College 47,Japan,14836,8540,6296,8.423717,2427434,Mechanical Engineering,Basketball,39,79.7,455
College 93,Switzerland,20242,5889,5822,8.5115085,2863017,Electrical Engineering,Chess,39,100.0,349
College 48,Australia,23734,10857,11892,8.317803,3115606,Chemical Engineering,Chess,28,91.42,708
College 30,Japan,3827,8482,-4655,7.6602195,2440439,Electrical Engineering,Football,2,69.52,287
College 2,UK,9726,14587,-4861,7.294369,1268738,Business Administration,Basketball,32,64.84,466
College 15,USA,6969,3439,732,5.86175,963500,Computer Science,Football,40,70.38,240
College 47,Japan,4819,13953,-9134,8.9651155,4470231,Economics,Cricket,10,98.72,474
College 27,Canada,5605,11391,-5786,9.661093,502186,Chemical Engineering,Basketball,13,92.51,421
College 71,Japan,29632,3270,7427,10.0,3270794,Computer Science,Basketball,1,81.07,631
College 27,UK,1126,14303,-13177,8.3049445,4849889,Chemical Engineering,Badminton,21,98.5,292
College 85,China,8227,1941,6286,8.936489,1412978,Mathematics,Tennis,25,92.71,221
College 13,UK,24349,13925,6989,7.657388,354776,Mechanical Engineering,Football,32,65.12,436
College 55,Japan,23994,2900,7341,8.7539715,4207943,Computer Science,Cricket,15,77.53,449
College 17,South Africa,13389,12890,499,8.757402,2194804,Physics,Athletics,47,70.56,607
College 75,Canada,18635,4598,10416,7.936357,3372714,Electrical Engineering,Athletics,1,62.22,392
College 59,Switzerland,12119,13067,-948,8.518256,2436512,Biotechnology,Athletics,17,98.94,590
College 10,Japan,26549,11388,9744,7.325742999999999,3291486,Mechanical Engineering,Athletics,23,72.09,391
College 33,South Africa,23313,3848,4516,8.683046,4346092,Chemical Engineering,Cricket,49,69.13000000000001,517
College 78,USA,11538,7329,4209,6.473872999999999,2007746,Computer Science,Volleyball,41,87.27,477
College 37,Australia,15045,11798,3247,8.314059,1128118,Physics,Badminton,23,83.36999999999999,321
College 8,Switzerland,5660,5775,-115,8.566607,3513214,Economics,Swimming,17,61.71,192
College 33,Switzerland,20209,8494,2083,9.524536,2609072,Electrical Engineering,Badminton,12,70.83,255
College 7,Singapore,29395,9939,5988,7.333391000000001,686782,Electrical Engineering,Football,15,100.0,682
College 34,USA,18863,5986,9996,8.3014675,3262935,Economics,Football,39,92.66,390
College 71,India,9385,12847,-3462,7.918353499999999,2796707,Business Administration,Tennis,33,100.0,558
College 7,India,4581,8623,-4042,8.102501499999999,765003,Civil Engineering,Tennis,26,83.0,269
College 41,UK,14781,10462,2329,7.571683999999999,1103368,Electrical Engineering,Athletics,17,80.68,434
College 100,Switzerland,2093,14052,-11959,8.431521,1903042,Mathematics,Football,24,77.33000000000001,474
College 55,Japan,23404,4786,7521,8.85142,342840,Biotechnology,Football,48,79.42999999999999,673
College 7,Switzerland,19333,14164,5169,9.5963925,4632785,Mechanical Engineering,Basketball,29,82.28,542
College 84,South Africa,2247,9554,-7307,9.128126,3536252,Business Administration,Tennis,3,98.5,478
College 18,Canada,23146,4659,9320,7.382588,3125176,Civil Engineering,Badminton,43,94.2,311
College 43,India,9823,5989,3834,8.918542,2257084,Biotechnology,Tennis,24,62.41,247
College 78,Singapore,4659,7527,-2868,10.0,3427460,Civil Engineering,Cricket,9,94.35,442
College 40,Japan,24833,3104,10304,6.8392755,278551,Computer Science,Badminton,13,94.71,462
College 53,Switzerland,17033,9500,1903,8.5128525,3265705,Economics,Athletics,49,91.95,504
College 14,Canada,24240,10438,13337,10.0,3567513,Computer Science,Athletics,15,69.56,447
College 21,Canada,6319,7743,-1424,9.143209,2806418,Chemical Engineering,Cricket,23,71.78999999999999,420
College 57,Singapore,15254,7364,6337,7.855082,1070164,Business Administration,Basketball,49,79.12,326
College 91,Switzerland,8354,5892,877,8.0728865,1605773,Electrical Engineering,Badminton,13,75.00999999999999,436
College 46,USA,3248,7415,-4167,6.8387465,317493,Computer Science,Athletics,32,64.19,529
College 26,South Africa,12365,1996,4222,8.165595,1331190,Mechanical Engineering,Cricket,8,61.11,376
College 91,Australia,9023,4560,4463,9.2266735,493347,Business Administration,Volleyball,27,73.10000000000001,324
College 24,Singapore,21683,7430,3952,10.0,4582509,Chemical Engineering,Cricket,34,99.51,451
College 5,Australia,10524,13799,-3275,9.0728425,4365685,Business Administration,Tennis,27,64.62,293
College 42,Switzerland,3093,5815,-2722,9.1861745,3072349,Business Administration,Athletics,48,81.36999999999999,368
College 92,China,17566,12561,3266,9.836911,1793822,Mechanical Engineering,Chess,49,87.44000000000001,286
College 43,Canada,25721,6637,3323,10.0,4865290,Civil Engineering,Swimming,48,100.0,327
College 32,Singapore,13560,12679,881,7.2806505,601301,Computer Science,Basketball,30,68.04,471
College 88,South Africa,12175,13346,-1171,8.943723499999999,3527447,Physics,Basketball,45,88.13,444
College 6,Australia,5772,4048,1724,8.57329,1886580,Mechanical Engineering,Chess,1,95.29,327
College 74,India,11782,9760,2022,8.4006925,1721385,Electrical Engineering,Cricket,37,91.3,357
College 67,UK,7920,8967,-1047,9.2424735,3284947,Business Administration,Chess,46,68.31,538
College 7,India,8782,13438,-4656,8.337852,3535704,Mechanical Engineering,Chess,3,100.0,311
College 29,Australia,14822,9907,2902,10.0,4482274,Mechanical Engineering,Chess,34,85.55000000000001,268
College 34,Australia,17607,3038,12290,8.928439000000001,436878,Electrical Engineering,Tennis,23,85.75,668
College 7,Switzerland,19291,743,14133,10.0,4951243,Business Administration,Badminton,32,93.95,578
College 81,India,28620,1031,12588,8.454965,3409930,Business Administration,Chess,6,89.63,719
College 77,India,24570,7186,5441,8.330964999999999,741930,Physics,Volleyball,38,72.88,710
College 58,Japan,26908,7258,14574,7.506868000000001,1053736,Biotechnology,Tennis,39,97.79,393
College 85,Japan,26769,8165,4196,8.514932,2509864,Business Administration,Cricket,13,65.61999999999999,317
