College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 32,South Africa,15496,10532,1781,7.719181499999999,3658363,Mathematics,Swimming,11,88.24,448
College 48,India,12107,5393,6714,8.9195785,4039157,Economics,Volleyball,48,92.29,376
College 46,Canada,3547,10527,-6980,9.44401,3168020,Business Administration,Volleyball,1,63.92,254
College 95,South Africa,29725,11670,13444,10.0,4570181,Computer Science,Volleyball,46,100.0,792
College 47,China,23075,13361,8367,8.395454,1570908,Chemical Engineering,Badminton,7,95.84,388
College 90,Singapore,27350,1127,3667,9.249045,3398090,Chemical Engineering,Football,46,76.41999999999999,446
College 40,Canada,19676,12569,5983,7.5772815,3134563,Mathematics,Chess,21,86.91,632
College 3,India,29035,9203,12320,9.103642,2227284,Chemical Engineering,Basketball,44,90.38,536
College 75,Singapore,21985,7035,3686,8.8418295,4763659,Physics,Football,11,63.24,308
College 29,China,13004,12271,733,8.6949345,4789869,Biotechnology,Athletics,25,89.47,268
College 91,USA,12222,4139,6380,10.0,3868812,Biotechnology,Athletics,19,75.57000000000001,606
College 58,China,16508,1261,3987,6.8746515,549303,Physics,Tennis,40,87.46,250
College 50,Singapore,6400,10937,-4537,6.973466,4006932,Electrical Engineering,Tennis,26,78.64999999999999,234
College 10,USA,3354,8933,-5579,10.0,4880253,Mechanical Engineering,Tennis,47,90.12,97
College 61,UK,6774,11801,-5027,8.7839955,4247991,Biotechnology,Athletics,28,92.86,159
College 99,India,11252,8197,3055,7.459443500000001,958887,Electrical Engineering,Athletics,43,100.0,162
College 61,China,28889,12276,10479,9.743009,3406018,Biotechnology,Athletics,9,70.07000000000001,775
College 23,UK,9958,13284,-3326,8.425349,410698,Computer Science,Cricket,12,98.92,562
College 6,Switzerland,3492,9983,-6491,9.021398,3482796,Business Administration,Cricket,15,94.51,212
College 75,Canada,20296,10164,10132,7.800152499999999,4760305,Chemical Engineering,Badminton,43,78.05,624
College 60,Australia,26620,10031,9206,9.9108435,4541687,Mathematics,Swimming,1,82.58,356
College 27,India,17106,8016,2540,8.983955,2227910,Physics,Cricket,7,83.24000000000001,266
College 55,Switzerland,28006,12502,1761,9.554966,3489932,Physics,Cricket,32,75.17,763
College 31,UK,27539,9092,6160,8.9825945,925189,Biotechnology,Badminton,48,64.82000000000001,659
College 30,South Africa,26660,7225,12204,9.1364095,3832819,Mathematics,Volleyball,4,75.63000000000001,557
College 67,USA,5631,4716,915,10.0,4001672,Biotechnology,Football,5,99.75,168
College 13,South Africa,1216,7561,-6345,6.5444475,2388895,Civil Engineering,Chess,40,96.88,73
College 59,China,24586,4258,2978,8.758052,3116104,Biotechnology,Athletics,22,100.0,374
College 54,USA,5374,13371,-7997,10.0,4780829,Mathematics,Basketball,16,74.94,486
College 21,USA,11223,12503,-1280,10.0,3851915,Mechanical Engineering,Cricket,4,97.34,397
College 43,Singapore,10411,2312,8099,7.5654375,3870875,Computer Science,Basketball,28,88.91,293
College 11,USA,9175,6648,2527,7.076135000000001,1432270,Civil Engineering,Tennis,38,88.72,559
College 67,Switzerland,24606,3474,11831,10.0,4415573,Civil Engineering,Swimming,46,75.80999999999999,369
College 38,UK,29773,4369,643,9.2671095,1854219,Computer Science,Tennis,13,67.03999999999999,377
College 95,Singapore,7295,9833,-2538,10.0,2114060,Computer Science,Tennis,46,100.0,400
College 24,India,2753,1472,1281,8.264564,949128,Mathematics,Chess,18,89.16,124
College 51,China,3364,8480,-5116,8.110127499999999,3700255,Computer Science,Chess,12,99.66,109
College 76,Singapore,13921,11164,2757,7.760597000000001,621194,Economics,Basketball,31,79.13,629
College 61,Singapore,3776,12432,-8656,9.0559435,3931887,Economics,Swimming,34,92.72,486
College 46,Singapore,16367,2004,14363,7.7911175,522235,Chemical Engineering,Chess,39,82.96000000000001,349
College 43,South Africa,4653,10140,-5487,9.085772,3531544,Computer Science,Volleyball,15,98.16,273
College 27,UK,18275,1321,6550,7.648390999999999,1096782,Electrical Engineering,Cricket,30,76.85,235
College 85,Switzerland,16604,7019,4688,8.941650000000001,3823300,Chemical Engineering,Tennis,30,69.14,507
College 89,Singapore,14310,1826,5846,8.38763,935260,Mathematics,Chess,32,89.54,346
College 30,India,5707,9606,-3899,9.7609315,1321863,Economics,Swimming,24,75.38000000000001,496
College 94,China,28325,3420,10210,8.280006,2140012,Chemical Engineering,Swimming,17,81.56,587
College 63,UK,19657,7100,7683,7.5251845,2290369,Civil Engineering,Swimming,36,79.83999999999999,342
College 10,South Africa,19279,14771,4508,7.6673095,2654619,Business Administration,Basketball,13,75.96,244
College 3,China,27370,2851,5624,8.3927965,845593,Electrical Engineering,Swimming,23,68.95,603
College 77,Australia,26615,9010,1939,9.451075,3362150,Mathematics,Chess,14,89.27000000000001,453
College 60,Canada,17005,5507,8254,6.9422915,1204583,Computer Science,Swimming,4,87.53,347
College 27,South Africa,10200,8223,1977,9.358335,4536670,Economics,Chess,16,61.72,161
College 82,Canada,18556,2510,1623,8.954218000000001,808436,Economics,Tennis,31,97.98,453
College 45,Japan,3690,9178,-5488,9.44944,2578880,Civil Engineering,Basketball,21,96.42,198
College 62,Australia,8789,9061,-272,8.0053575,710715,Chemical Engineering,Badminton,16,80.75999999999999,389
College 24,China,29998,12195,10055,10.0,3203591,Civil Engineering,Football,5,80.93,759
College 46,USA,18897,12322,5649,9.8960675,1432135,Computer Science,Swimming,31,76.91,529
College 78,South Africa,1632,14746,-13114,10.0,3683209,Civil Engineering,Athletics,12,76.94,87
College 44,Australia,27003,1000,13326,8.2753005,2110601,Mathematics,Swimming,33,69.86999999999999,417
College 63,Canada,3465,4153,-688,8.1810285,442057,Civil Engineering,Volleyball,1,71.14999999999999,446
College 4,Switzerland,5269,13804,-8535,8.381224,2662448,Mathematics,Swimming,3,74.41,170
College 16,China,26543,13894,11202,8.901892,1283784,Economics,Football,11,86.91,588
College 51,USA,29376,12946,2906,8.82004,3380080,Business Administration,Basketball,42,66.21,558
College 74,USA,19547,14406,4164,8.952731,2425462,Chemical Engineering,Football,29,68.45,506
College 91,Japan,12173,13715,-1542,6.986194,2052388,Civil Engineering,Swimming,17,73.36,459
College 48,UK,9347,6822,2525,9.716892,4793784,Chemical Engineering,Tennis,30,84.68,428
College 65,India,1292,2524,-1232,8.982609,3845218,Economics,Athletics,33,78.35,75
College 69,China,24356,13344,8835,7.7892595,1878519,Physics,Football,10,90.39,498
College 77,UK,2176,3273,-1097,8.5903135,2380627,Chemical Engineering,Swimming,35,77.43,519
College 45,Switzerland,24243,4094,13189,10.0,4793586,Chemical Engineering,Swimming,24,82.74000000000001,541
College 3,China,29586,4963,8193,8.008105,416210,Mathematics,Chess,26,100.0,769
College 17,South Africa,4987,12243,-7256,9.3007805,2401561,Physics,Basketball,31,63.67,530
College 83,Singapore,9182,8311,871,6.7597975,899595,Electrical Engineering,Football,9,76.91000000000001,530
College 37,Canada,10632,1501,1647,8.9653795,4890759,Civil Engineering,Football,49,67.44,414
College 5,Australia,27784,1704,1580,9.097692,2335384,Mathematics,Chess,20,70.23,482
College 47,Singapore,17740,575,11222,9.2912635,2822527,Economics,Volleyball,24,68.04,450
College 44,UK,9486,8818,668,8.986158999999999,1232318,Economics,Cricket,43,71.94,452
College 88,Japan,19827,3792,605,9.462157,4724314,Civil Engineering,Tennis,49,76.13000000000001,365
College 33,UK,28108,13815,13476,8.385012,2190024,Civil Engineering,Basketball,33,70.34,468
College 21,Canada,21685,12771,7301,9.048868,4117736,Mechanical Engineering,Swimming,48,64.83,358
College 67,Australia,16251,7862,8389,7.248197999999999,2376396,Business Administration,Swimming,46,96.31,579
College 68,Australia,4069,1418,2651,9.9797645,3559529,Physics,Basketball,48,95.02,279
College 32,Switzerland,24793,12733,7187,7.1596815000000005,2179363,Civil Engineering,Basketball,20,78.48,400
College 24,Switzerland,7033,14724,-7691,9.6319715,2443943,Biotechnology,Basketball,36,94.56,235
College 35,Canada,6321,9680,-3359,8.215425,2010850,Civil Engineering,Swimming,19,100.0,469
College 18,Japan,5880,14040,-8160,8.0499435,1279887,Physics,Athletics,28,84.86999999999999,275
College 67,Japan,15212,12253,2959,9.1669205,4513841,Biotechnology,Badminton,38,94.73,216
College 54,Australia,19495,9184,1573,9.326631,4373262,Chemical Engineering,Swimming,30,87.94,274
College 26,Singapore,22915,10650,615,9.943872,2347744,Chemical Engineering,Chess,10,78.3,690
College 60,USA,9676,4037,5639,8.483401,2126802,Biotechnology,Chess,37,89.65,391
College 88,USA,23304,1225,3337,7.917565,255130,Business Administration,Swimming,40,90.47,295
College 65,USA,6844,9542,-2698,7.767650000000001,1155300,Mechanical Engineering,Basketball,40,90.38,410
College 51,USA,20562,11588,2419,7.019387,2018774,Electrical Engineering,Cricket,3,98.27,641
College 98,Japan,15171,8093,5304,8.929420499999999,3498841,Electrical Engineering,Swimming,38,74.00999999999999,214
College 60,USA,1320,5028,-3708,8.905780499999999,2691561,Chemical Engineering,Volleyball,2,69.69,472
College 59,Switzerland,13290,861,12093,8.757382000000002,594764,Mechanical Engineering,Volleyball,35,66.07,439
College 76,Singapore,17332,13816,3516,8.252219,3644438,Business Administration,Chess,19,73.26,361
College 17,China,6359,1794,788,8.955328999999999,3230658,Computer Science,Basketball,34,97.31,238
College 85,Japan,23169,5357,3100,8.693053,3006106,Business Administration,Swimming,13,80.57,325
College 21,USA,21456,1458,13691,9.8666895,2873379,Business Administration,Athletics,8,93.18,402
College 67,India,10157,7260,2897,8.462505499999999,525011,Economics,Athletics,15,69.2,343
College 28,South Africa,16857,14477,2380,10.0,2429876,Physics,Athletics,48,92.95,581
College 89,Australia,15808,1115,1022,8.570419000000001,360838,Economics,Cricket,16,84.3,434
College 44,Japan,3850,1054,2796,8.564994,3909988,Computer Science,Swimming,32,91.5,284
College 70,Japan,14074,967,6845,10.0,3010377,Electrical Engineering,Football,33,79.81,606
College 62,USA,8857,3175,2194,8.2535155,927031,Business Administration,Badminton,33,90.67,144
College 42,Canada,6476,12744,-6268,9.4051695,4170339,Chemical Engineering,Basketball,46,69.30999999999999,526
College 94,Singapore,19594,12630,6964,8.8503655,2620731,Chemical Engineering,Swimming,11,100.0,418
College 96,Singapore,11069,11159,-90,6.624312,1308624,Chemical Engineering,Badminton,2,83.36,182
College 22,Canada,11724,14269,-2545,8.7031225,706245,Economics,Cricket,29,100.0,250
College 38,Singapore,23794,8674,9035,8.715177,4210354,Mathematics,Swimming,21,96.86,418
College 14,India,20097,7253,12454,10.0,4111314,Physics,Tennis,2,71.61,399
College 98,Singapore,2801,5855,-3054,9.337817,3915634,Economics,Volleyball,8,89.13,134
College 26,China,22933,13197,1585,10.0,4996507,Economics,Chess,28,78.16,494
College 40,India,14467,2227,10888,7.378137000000001,3036274,Mathematics,Cricket,40,80.42,377
College 54,Australia,17210,8958,8252,10.0,4572108,Computer Science,Cricket,34,87.99000000000001,258
College 13,USA,9338,7047,2291,7.584191,1648382,Physics,Volleyball,3,72.53,361
College 94,South Africa,24203,12780,8655,8.9473725,3754745,Chemical Engineering,Badminton,43,80.78,344
College 19,China,10972,6676,4296,9.8310565,2742113,Business Administration,Athletics,49,72.14,243
College 42,Singapore,18257,10599,748,8.171699499999999,4423399,Chemical Engineering,Cricket,39,69.63000000000001,361
College 41,Canada,2143,4089,-1946,10.0,4865442,Business Administration,Swimming,27,89.7,136
College 50,USA,9465,11765,-2300,8.5610805,1082161,Mathematics,Swimming,27,78.19,195
College 3,Japan,13185,7266,4415,9.70137,2742740,Economics,Volleyball,40,100.0,475
College 31,Canada,2840,5219,-2379,7.327401999999999,794804,Electrical Engineering,Athletics,37,66.3,388
College 76,India,8428,10556,-2128,8.6554355,3250871,Chemical Engineering,Swimming,48,74.64999999999999,331
College 15,Australia,29743,8531,8566,9.8223745,2564749,Business Administration,Swimming,36,71.61,770
College 54,USA,12549,7271,1415,10.0,4924726,Chemical Engineering,Swimming,38,83.61,415
College 53,Japan,29835,12806,9721,9.3782055,4296411,Mathematics,Chess,42,72.05,658
College 45,India,19074,6732,3082,10.0,1531058,Electrical Engineering,Volleyball,3,84.83,466
College 38,Singapore,27354,11665,2552,8.124383,408766,Mechanical Engineering,Tennis,34,96.94,561
College 78,UK,5732,5316,416,10.0,2550805,Physics,Basketball,42,66.67,521
College 99,China,1360,12480,-11120,9.0974245,1974849,Economics,Football,47,97.2,477
College 80,Japan,25334,8844,1875,7.174527,1209054,Mathematics,Athletics,2,88.79,714
College 50,Canada,25915,2022,9613,7.939853,1479706,Business Administration,Cricket,4,60.45,453
College 24,South Africa,18445,14917,3528,9.3230635,1106127,Economics,Swimming,39,78.77000000000001,381
College 17,Japan,11449,13571,-2122,7.825531,2451062,Mathematics,Badminton,16,84.89,201
College 18,South Africa,18910,4588,10847,10.0,2632068,Civil Engineering,Chess,15,65.64,493
College 42,China,19283,13179,6104,10.0,3524691,Economics,Football,15,91.12,559
College 17,Singapore,23822,7006,1148,10.0,4419955,Business Administration,Basketball,25,77.44,575
College 16,Japan,10589,9544,1045,7.739021999999999,3618044,Civil Engineering,Volleyball,1,60.66,452
College 85,South Africa,2005,7042,-5037,9.902746,4025492,Electrical Engineering,Basketball,13,89.57,70
College 88,South Africa,17365,8514,8851,10.0,4766873,Mechanical Engineering,Football,34,90.53,304
College 98,USA,11538,4356,521,10.0,4493979,Economics,Basketball,41,73.66,590
College 52,Japan,10584,6425,2629,8.378753,2637506,Computer Science,Tennis,20,67.68,439
College 36,Canada,29753,12365,11037,7.587450499999999,1974901,Economics,Athletics,27,66.28,708
College 91,India,16010,10113,3492,8.541583000000001,1203166,Mathematics,Volleyball,14,71.72,537
College 39,Singapore,27162,8349,6035,10.0,4289552,Mathematics,Cricket,42,67.55,703
College 81,Canada,9997,1638,8359,6.136963499999999,2733927,Mechanical Engineering,Tennis,12,93.5,351
College 25,China,19522,11522,8000,7.7855735,1031147,Civil Engineering,Football,39,79.36,586
College 42,USA,29743,13771,4818,8.5100335,2160067,Business Administration,Badminton,18,83.44,501
College 21,India,7562,6920,642,8.947294,4054588,Civil Engineering,Athletics,35,75.71,421
College 68,Australia,17051,11525,3336,9.0683875,3796775,Economics,Cricket,16,95.54,532
College 89,Australia,8263,7482,781,7.240407,3020814,Electrical Engineering,Football,29,64.72,321
College 59,India,26608,11564,10036,9.128122,3016244,Electrical Engineering,Volleyball,15,67.22,399
College 30,UK,1683,709,974,9.105607,2211214,Computer Science,Volleyball,9,90.53,449
College 57,China,17391,1733,5765,7.391639,443278,Business Administration,Cricket,41,81.08,559
College 33,Canada,10799,7540,577,6.017059000000001,1654118,Business Administration,Volleyball,34,91.67,376
College 90,South Africa,3072,8138,-5066,9.5494025,1238805,Civil Engineering,Athletics,13,93.52,484
College 89,Canada,14126,10938,3188,8.3018005,1843601,Mechanical Engineering,Chess,28,84.39,325
College 53,India,9095,4915,4132,10.0,3807287,Chemical Engineering,Volleyball,33,92.79,149
College 16,Singapore,4593,4359,234,9.636328,4012656,Mathematics,Basketball,33,74.5,118
College 49,South Africa,20311,8239,2788,8.7210075,2882015,Biotechnology,Athletics,32,98.55,545
College 88,India,17099,9074,2526,8.8592905,3198581,Electrical Engineering,Football,28,76.52,231
College 5,Singapore,7636,12947,-5311,7.237326,2574652,Physics,Cricket,13,75.58,134
College 77,China,8637,14200,-5563,9.1060775,4652155,Mathematics,Chess,45,71.48,418
College 94,Switzerland,7142,7071,71,8.4662345,1212469,Biotechnology,Cricket,41,82.86999999999999,268
College 60,Switzerland,29560,9353,4013,9.9144265,3008853,Physics,Volleyball,29,88.83000000000001,415
College 71,Switzerland,22372,12947,9425,7.9955045,371009,Mathematics,Badminton,17,86.45,693
College 81,China,9074,2589,5854,8.792093,3324186,Computer Science,Chess,43,80.78999999999999,200
College 55,Singapore,14742,11706,1491,7.67934,378680,Civil Engineering,Basketball,18,80.78999999999999,372
College 91,Canada,29855,3514,11874,9.451418,4942836,Biotechnology,Cricket,49,73.91000000000001,524
College 35,UK,1751,934,817,10.0,1085596,Physics,Cricket,43,69.53999999999999,331
College 69,South Africa,10512,9736,776,10.0,2713340,Physics,Football,15,66.9,566
College 42,Australia,2423,1695,728,8.6765235,4493047,Economics,Swimming,45,69.77,215
College 69,Switzerland,20608,3132,9827,9.6198305,3639661,Biotechnology,Swimming,17,91.59,450
College 24,South Africa,4613,10527,-5914,7.5546435,509287,Electrical Engineering,Tennis,11,96.06,339
College 71,Singapore,23475,6441,5499,7.65174,1063480,Business Administration,Chess,28,76.57,718
College 71,Japan,24208,1389,12638,10.0,3965134,Economics,Cricket,3,87.03,638
College 55,India,24278,6062,11080,9.2190735,2598147,Chemical Engineering,Athletics,46,92.42,494
College 14,China,21924,6497,6752,8.203880999999999,4287762,Mechanical Engineering,Athletics,31,83.00999999999999,591
College 55,Canada,23576,3743,3412,9.5780915,3076183,Electrical Engineering,Football,34,75.30000000000001,310
College 15,USA,25409,1506,4547,9.455589,4651178,Biotechnology,Swimming,38,75.58,342
College 5,Japan,4403,4866,-463,9.3825495,4665099,Business Administration,Football,23,74.03999999999999,219
College 4,Japan,3345,13476,-10131,7.611026,1242052,Business Administration,Tennis,34,76.10000000000001,525
College 30,China,22112,14861,7251,8.2687675,3017535,Electrical Engineering,Athletics,24,72.14,532
College 84,Singapore,5158,11067,-5909,9.083047,2446094,Computer Science,Chess,18,99.15,301
College 53,Singapore,20806,1525,4936,10.0,3650306,Computer Science,Tennis,8,73.52,642
College 90,USA,16897,11452,5445,5.130245,220490,Civil Engineering,Basketball,27,69.62,417
College 73,UK,6541,5207,1262,7.3424165,1644833,Biotechnology,Athletics,12,70.46000000000001,401
College 30,China,5251,7435,-2184,9.761423,2722846,Electrical Engineering,Chess,5,74.35,237
