College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 22,China,21643,11122,7317,8.2241855,1728371,Biotechnology,Cricket,34,67.14,593
College 61,Japan,21274,6415,7736,8.020409,4140818,Mathematics,Athletics,9,71.42,607
College 61,Switzerland,17305,11174,943,9.194705,2949410,Mechanical Engineering,Badminton,6,99.29,603
College 53,South Africa,19286,2167,8810,8.667879,3895758,Economics,Badminton,35,100.0,587
College 26,India,29986,5346,10204,10.0,2297193,Economics,Volleyball,14,83.0,698
College 91,China,5512,9287,-3775,7.8175295,635059,Economics,Cricket,40,68.51,417
College 40,Australia,6583,13913,-7330,7.396222499999999,252445,Chemical Engineering,Badminton,26,91.77,254
College 88,Australia,11051,4942,6109,10.0,4754528,Physics,Football,25,96.32,374
College 8,India,16285,9588,6697,6.814548,3289096,Business Administration,Badminton,2,66.59,428
College 21,USA,13594,7488,2095,9.086315,4992630,Chemical Engineering,Swimming,2,72.17,201
College 93,Canada,21098,14761,1831,9.268433,4216866,Economics,Volleyball,26,78.36999999999999,428
College 43,Australia,23617,8202,5607,7.6928975,1565795,Computer Science,Athletics,5,93.27,712
College 21,India,1631,13719,-12088,10.0,2913097,Civil Engineering,Badminton,1,96.69,328
College 3,China,29772,11670,12802,7.277553,1315106,Chemical Engineering,Volleyball,41,85.80999999999999,659
College 31,China,5769,9956,-4187,10.0,4768919,Economics,Tennis,9,97.57,436
College 27,Australia,19217,12858,6359,7.2520965,624193,Chemical Engineering,Badminton,26,73.64,461
College 27,China,27376,6058,4316,10.0,4679203,Chemical Engineering,Cricket,47,100.0,744
College 73,Switzerland,13907,13011,896,8.117275,3334550,Physics,Athletics,2,81.11,545
College 57,USA,23797,14107,9690,8.184509,849018,Economics,Badminton,9,95.98,313
College 97,Singapore,14294,4846,9448,8.1602335,960467,Mechanical Engineering,Volleyball,5,71.37,343
College 33,Switzerland,8520,4784,3736,8.797782999999999,1575566,Mathematics,Athletics,19,74.9,204
College 90,Australia,11735,9683,2052,10.0,4244452,Economics,Football,41,83.97999999999999,548
College 92,Canada,25677,12903,8483,7.1125465,3025093,Civil Engineering,Athletics,7,76.95,685
College 44,Australia,10604,14909,-4305,7.6074135,2634827,Mathematics,Football,49,85.59,385
College 43,USA,21722,4358,11143,9.5721175,3364235,Physics,Badminton,1,77.46,341
College 31,India,5128,12087,-6959,8.55994,1519880,Civil Engineering,Football,14,96.19,119
College 65,Japan,25656,10544,9780,7.0163525,2432705,Electrical Engineering,Swimming,41,98.35,581
College 84,China,8252,12089,-3837,8.065681999999999,2011364,Electrical Engineering,Athletics,37,73.34,404
College 76,China,21230,4012,6010,6.635197,1870394,Mechanical Engineering,Badminton,2,86.08,279
College 17,South Africa,19215,11009,3007,9.3341435,2428287,Mechanical Engineering,Chess,3,79.6,307
College 15,USA,19594,8687,5895,8.126109,3112218,Physics,Cricket,34,64.43,494
College 34,Switzerland,13998,8539,5459,9.289649,2379298,Chemical Engineering,Basketball,38,88.14,362
College 80,South Africa,12783,13777,-994,8.269465,2178930,Electrical Engineering,Volleyball,42,81.91,614
College 4,Singapore,29018,7442,13228,10.0,4739157,Civil Engineering,Cricket,38,88.47,642
College 72,Singapore,28115,4960,8300,9.1982635,4576527,Mathematics,Chess,17,78.86,547
College 98,China,24995,12071,10054,10.0,3451421,Business Administration,Badminton,39,100.0,720
College 89,Japan,14865,14594,271,9.6176745,3195349,Biotechnology,Volleyball,36,100.0,525
College 79,Australia,28102,4869,12347,8.39859,3797180,Physics,Volleyball,14,81.02000000000001,622
College 28,Switzerland,29791,9225,7034,7.866592,1153184,Business Administration,Badminton,29,93.34,655
College 73,South Africa,24172,12648,8610,6.611435999999999,522872,Electrical Engineering,Volleyball,46,73.11999999999999,620
College 2,Australia,23459,9015,3029,8.676919999999999,1353840,Civil Engineering,Volleyball,7,63.35,411
College 17,UK,5100,10504,-5404,8.468264,1736528,Economics,Swimming,44,87.44000000000001,521
College 58,USA,1215,9324,-8109,10.0,3661381,Mechanical Engineering,Basketball,20,83.53,359
College 74,Australia,15581,12748,2833,7.183104,1886208,Mathematics,Football,46,82.44,229
College 9,South Africa,7101,3582,3519,9.060934,2901868,Economics,Chess,19,79.87,376
College 31,UK,6035,9900,-3865,10.0,3207306,Physics,Volleyball,37,84.86,536
College 66,Singapore,12901,9459,3442,8.574377,1548754,Chemical Engineering,Tennis,4,92.72,387
College 88,UK,4788,13296,-8508,6.8214025000000005,822805,Mechanical Engineering,Basketball,45,68.74,447
College 62,Switzerland,3773,7425,-3652,10.0,4679918,Mathematics,Volleyball,10,76.28,502
College 19,Singapore,1601,10239,-8638,8.2607775,1981555,Mechanical Engineering,Football,21,64.03999999999999,404
College 81,Australia,14376,9798,4578,9.15367,4247340,Economics,Tennis,26,70.63,404
College 74,Australia,19256,2431,7408,7.072332,684664,Civil Engineering,Swimming,43,82.31,534
College 55,South Africa,27706,14075,8686,9.1581595,2416319,Biotechnology,Cricket,20,92.48,475
College 28,Japan,23840,8309,13086,9.776153,3712306,Computer Science,Badminton,20,64.47,664
College 92,Switzerland,17561,12628,4933,7.839505,1499010,Economics,Cricket,25,95.48,661
College 50,India,18075,12147,5928,9.6815705,4583141,Economics,Chess,3,100.0,593
College 65,Canada,6770,9999,-3229,9.9588885,2897777,Business Administration,Athletics,16,77.05,171
College 3,USA,19461,10430,5857,7.718318,476636,Mathematics,Tennis,27,70.77,542
College 79,Singapore,6805,7757,-952,9.7976875,3955375,Biotechnology,Football,9,74.86,511
College 52,China,26302,13139,3943,10.0,3452497,Civil Engineering,Swimming,39,74.19000000000001,440
College 10,Switzerland,22881,6130,2033,9.3919425,1583885,Computer Science,Chess,36,77.97999999999999,531
College 21,Australia,19318,7817,9050,8.301350000000001,882700,Chemical Engineering,Swimming,40,90.51,497
College 37,Singapore,23587,10624,5780,9.8868145,3713629,Electrical Engineering,Volleyball,18,74.5,635
College 15,Canada,13118,4312,7440,7.3254135,890827,Physics,Badminton,46,82.11,549
College 87,Switzerland,16755,5815,7865,8.5166965,2953393,Biotechnology,Athletics,36,66.78,605
College 78,Australia,4674,14968,-10294,9.129338,4538676,Mathematics,Tennis,6,92.39,514
College 79,Japan,19437,763,14812,10.0,4557915,Mechanical Engineering,Volleyball,23,83.25999999999999,287
College 74,Japan,27333,10267,9580,7.1451315,2870263,Chemical Engineering,Cricket,42,94.93,497
College 9,Switzerland,19436,5646,2977,7.087505500000001,455011,Business Administration,Volleyball,37,67.62,670
College 44,Australia,14229,5852,2555,6.727980499999999,1755961,Mathematics,Badminton,48,88.95,412
College 39,Singapore,24458,4544,2268,9.531783,2823566,Electrical Engineering,Tennis,19,79.06,627
College 5,Switzerland,6558,13127,-6569,10.0,2281612,Electrical Engineering,Volleyball,9,88.5,534
College 25,Japan,13351,5063,8288,10.0,4974317,Chemical Engineering,Swimming,36,73.41999999999999,222
College 56,Switzerland,15469,6896,746,8.655472,3390944,Civil Engineering,Swimming,45,97.18,598
College 90,Switzerland,18421,2786,4866,7.697338500000001,3094677,Physics,Basketball,45,89.79,494
College 64,USA,13851,14419,-568,8.638487,3676974,Mathematics,Volleyball,8,73.86,198
College 72,Singapore,14489,6534,3566,8.508601500000001,2457203,Chemical Engineering,Badminton,10,89.28,345
College 86,China,4344,13287,-8943,9.6176355,1895271,Mechanical Engineering,Volleyball,2,96.83,527
College 52,Singapore,25456,5107,5441,10.0,3822580,Civil Engineering,Tennis,35,87.94,538
College 89,Switzerland,18063,7631,4907,8.171043,4402086,Biotechnology,Swimming,30,97.57,670
College 76,Canada,12230,6939,5291,8.5525435,1525087,Mathematics,Football,47,98.56,565
College 9,India,24075,14999,9076,9.009742,4379484,Business Administration,Badminton,26,66.94,342
College 10,Switzerland,8241,4659,3582,9.040972,881944,Electrical Engineering,Cricket,9,67.72,181
College 10,Australia,21826,8593,1695,8.995745,3231490,Chemical Engineering,Tennis,27,97.84,541
College 73,China,6680,1240,3809,10.0,3297898,Physics,Athletics,7,64.2,527
College 62,India,24987,5968,13937,6.810526,641052,Chemical Engineering,Volleyball,45,74.93,575
College 90,Canada,20652,2529,11678,9.483355500000002,2546711,Chemical Engineering,Football,43,85.75999999999999,345
College 99,Japan,4280,3673,607,9.5382325,3816465,Mechanical Engineering,Swimming,40,76.76,148
College 91,Switzerland,4102,7532,-3430,10.0,4601203,Mathematics,Basketball,12,72.97,98
College 60,Canada,9376,10871,-1495,6.622108,324216,Chemical Engineering,Athletics,44,68.81,545
College 95,Switzerland,22069,5997,1645,10.0,4357161,Electrical Engineering,Football,3,96.2,333
College 19,China,21950,8207,3815,9.1906415,2801283,Physics,Swimming,48,87.69,271
College 38,India,15443,14976,467,9.008912,1317824,Biotechnology,Tennis,17,78.84,421
College 6,Australia,21316,11527,6466,8.189415,498830,Electrical Engineering,Swimming,35,68.51,635
College 15,India,27214,14745,3593,9.730554,1381108,Electrical Engineering,Basketball,10,88.95,619
College 93,Singapore,15030,2187,718,6.781779500000001,263559,Mechanical Engineering,Football,22,84.19,586
College 47,Singapore,19862,4757,12959,6.8006035,861207,Electrical Engineering,Cricket,19,63.92,414
College 45,Canada,11827,5758,3754,10.0,4488443,Computer Science,Badminton,12,68.17,266
College 5,Australia,16968,8538,1814,7.6330255,526051,Physics,Volleyball,5,62.06,527
College 78,Switzerland,18339,1065,707,6.87281,905620,Electrical Engineering,Cricket,6,99.84,398
College 53,China,13153,10780,1748,10.0,4460700,Biotechnology,Basketball,3,78.08,299
College 66,Switzerland,8773,3381,5392,8.696626499999999,833253,Electrical Engineering,Volleyball,35,98.76,337
College 62,Switzerland,4349,8494,-4145,9.4825105,3365021,Economics,Basketball,16,76.55999999999999,350
College 23,China,29957,7357,3285,7.612405000000001,1344810,Chemical Engineering,Badminton,12,68.34,609
College 44,USA,23943,9936,8440,9.273703,3727406,Electrical Engineering,Athletics,38,97.97,627
College 52,Australia,28813,9313,9471,9.423051,3086102,Business Administration,Athletics,40,70.83,601
College 46,Canada,2786,8503,-5717,8.8248395,4289679,Mechanical Engineering,Cricket,43,99.71,131
College 19,Canada,18107,14765,3342,8.593337,4346674,Mechanical Engineering,Badminton,27,69.36,453
College 88,Singapore,24681,14271,888,9.004735,1709470,Mathematics,Basketball,10,93.78,579
College 84,Switzerland,7008,961,6047,9.661776,3763552,Physics,Athletics,3,79.21,442
College 47,South Africa,7719,14336,-6617,9.2463675,4412735,Mechanical Engineering,Volleyball,36,100.0,541
College 91,Canada,3041,12684,-9643,10.0,4345756,Chemical Engineering,Basketball,41,74.41,202
College 52,USA,29342,1234,3301,10.0,1497058,Economics,Basketball,29,66.85000000000001,394
College 24,Canada,9603,11024,-1421,6.1950485,2730097,Electrical Engineering,Swimming,12,87.51,151
College 17,UK,17898,13497,956,10.0,4349797,Chemical Engineering,Football,6,90.68,627
College 89,Singapore,27042,5306,13966,10.0,3382936,Electrical Engineering,Cricket,17,85.54,456
College 46,UK,2122,5556,-3434,8.1344805,1268961,Biotechnology,Volleyball,0,84.24,137
College 64,Canada,10661,14122,-3461,8.753582,1387164,Computer Science,Chess,13,99.39,561
College 95,Singapore,19878,12079,3464,8.526985,1333970,Business Administration,Badminton,47,72.86,443
College 28,India,4602,9924,-5322,8.421355,1682710,Computer Science,Football,48,80.34,443
College 50,South Africa,18285,4305,13980,10.0,4939905,Computer Science,Volleyball,29,93.85,470
College 64,South Africa,23986,13105,4867,9.02533,1130660,Business Administration,Volleyball,1,82.07,405
College 28,India,17172,4305,10709,10.0,4229089,Physics,Swimming,0,75.44,284
College 86,Canada,25645,5764,770,9.7989905,1697981,Mathematics,Athletics,11,96.6,624
College 56,USA,25529,3667,3996,6.927048,1014096,Biotechnology,Cricket,24,100.0,512
College 59,Switzerland,10710,7925,2785,10.0,4851414,Physics,Basketball,1,70.55,426
College 5,India,27045,9905,10662,7.713941,1287882,Mechanical Engineering,Athletics,38,64.71,511
College 54,Australia,4149,12256,-8107,9.5100955,1800191,Computer Science,Football,2,93.03,188
College 44,China,28661,3594,8864,7.9270065,3354013,Chemical Engineering,Cricket,6,65.66,453
College 42,China,2216,11745,-9529,5.505687,1591374,Electrical Engineering,Football,18,64.78,315
College 72,Canada,15773,2585,4655,7.9106585,901317,Mathematics,Swimming,33,78.98,213
College 92,Australia,11620,6835,4785,7.669215,2118430,Mechanical Engineering,Badminton,47,72.25,238
College 57,South Africa,24739,10570,11264,9.3123515,864703,Economics,Athletics,19,70.5,582
College 47,India,11997,8335,2002,7.945015000000001,1170030,Chemical Engineering,Athletics,5,74.98,565
College 76,South Africa,6965,886,6079,7.283795,1887590,Biotechnology,Badminton,30,69.15,541
College 25,UK,28180,1105,5598,8.644489,4048978,Civil Engineering,Swimming,31,79.0,753
College 44,USA,24753,2967,3138,8.189162,4478324,Electrical Engineering,Badminton,4,63.37,512
College 15,Canada,10957,6081,1867,9.7495655,3439131,Mechanical Engineering,Football,28,75.46,293
College 51,China,24364,11197,10147,10.0,4635266,Physics,Basketball,48,90.43,737
College 53,Japan,17975,14360,3615,9.3850175,4790035,Computer Science,Tennis,39,80.15,534
College 34,India,22523,11111,10976,9.0390175,238035,Chemical Engineering,Swimming,27,70.16,355
College 77,India,11159,2884,3899,7.8852765,1090553,Economics,Basketball,33,94.79,391
College 8,USA,15229,11589,751,7.7586575,4917315,Business Administration,Football,48,73.94,254
College 77,Switzerland,29112,12106,10228,10.0,3747866,Civil Engineering,Swimming,9,87.62,701
College 100,USA,5273,8808,-3535,9.2854515,330903,Mechanical Engineering,Chess,39,64.10000000000001,348
