ITEM_ID,ITEM_DESC,START_DATE,END_DATE,PRICE,ITEM_CLASS,ITEM_CATEGORY
JQM7YYIG,Item 2ZW75,2023-06-04,2025-03-24,494.43,Electronics,Furniture
8VJW1OCJ,Item 3G5CN,2002-03-04,2004-07-01,436.89,Electronics,Skincare
079DO0YJ,Item DKN65,2008-11-26,2009-05-23,158.48,Home,Apparel
IX9I0279,Item 1NYJ4,2013-11-21,2015-11-22,215.19,Home,Furniture
TXDU2ECW,Item 48VSI,2021-10-02,2022-12-01,117.81,Home,Gadgets
GEW6LTHQ,Item TPFUZ,2002-11-28,2004-02-13,495.39,Clothing,Skincare
FZ4NXRXS,Item EVTQ3,2001-03-16,2002-09-02,203.43,Beauty,Gadgets
0Y8FSP7W,Item EO0IC,2002-12-24,2004-06-14,336.25,Home,Gadgets
XC8PSFK0,Item XD80R,2021-01-27,2022-03-14,143.77,Electronics,Furniture
U3O3YSRI,Item JZ4DP,2003-06-07,2005-02-16,242.53,Electronics,Skincare
O2Q3AUKT,Item J54N7,2018-07-18,2020-06-17,488.41,Electronics,Literature
HDFLI18K,Item BZCYG,2014-08-07,2016-02-29,435.97,Electronics,Literature
QGYGFBR6,Item GR2MM,2001-04-20,2003-12-17,112.99,Electronics,Skincare
NIJFBLUW,Item 5GP5Z,2023-11-29,2024-05-14,365.85,Beauty,Skincare
P3WCQGMW,Item XGZAA,2004-06-18,2006-04-11,248.93,Clothing,Gadgets
WNHFM9GI,Item CN1G4,2018-11-16,2020-07-11,61.02,Clothing,Apparel
E0BS9JKJ,Item R8KEZ,2014-08-12,2015-03-27,263.71,Home,Apparel
PBP2ZF76,Item MLM4Z,2001-06-23,2002-03-18,279.35,Electronics,Furniture
0IY9PO6A,Item 42TW9,2022-04-17,2024-05-02,330.78,Home,Gadgets
HVMHKMKM,Item BTWV5,2023-05-28,2024-03-21,106.53,Electronics,Apparel
A924F6W5,Item X8P7Q,2015-04-15,2017-06-10,321.30,Clothing,Furniture
4GUWNXHV,Item 1BO9H,2000-10-04,2001-03-21,287.10,Electronics,Literature
Q7P6M3T5,Item N7KMW,2001-03-25,2002-10-17,297.46,Home,Literature
U2VKMY77,Item JENK5,2003-06-17,2005-09-14,145.65,Electronics,Gadgets
P2UGM543,Item 5CYIG,2013-09-23,2014-02-12,464.38,Books,Literature
G2BW6F35,Item QZD0W,2003-10-19,2004-12-26,40.87,Books,Gadgets
HSF2F8TU,Item 47YLQ,2012-01-30,2013-05-17,213.02,Clothing,Gadgets
UKJU9DJK,Item 0D8KP,2013-04-21,2015-01-18,119.79,Clothing,Skincare
W49SH49M,Item M9BCX,2017-12-07,2019-02-27,304.10,Clothing,Furniture
IS2RRH0L,Item 7U2AF,2002-02-26,2003-06-05,108.44,Books,Gadgets
IJ5D55LT,Item 2318O,2017-06-17,2019-06-10,285.17,Beauty,Apparel
B5GSLZR2,Item 0UAPK,2023-03-12,2024-11-20,387.44,Beauty,Gadgets
VKEEMET4,Item K5CTB,2022-09-01,2023-11-09,315.02,Beauty,Apparel
RJE3TBFE,Item MMXUR,2003-02-05,2004-05-07,453.70,Beauty,Furniture
G5EI1NGH,Item CQD7H,2015-10-19,2017-06-21,193.74,Electronics,Gadgets
NL30WIXA,Item LQG00,2001-09-02,2003-01-07,208.72,Home,Literature
5X1DMWLT,Item VYDE6,2020-04-13,2022-04-29,445.68,Beauty,Apparel
JEGAG4TD,Item 5R64S,2015-03-21,2017-04-06,329.22,Beauty,Skincare
P522PZTG,Item M42BP,2015-05-16,2016-02-06,18.18,Home,Gadgets
JTCAQFRY,Item LQMRX,2023-03-31,2024-06-12,273.14,Clothing,Literature
HW63TIMN,Item 7SCGG,2012-02-15,2013-08-14,17.91,Beauty,Gadgets
SJ5LANZI,Item YJVW9,2010-08-17,2012-06-10,104.17,Clothing,Furniture
ORPCX5AO,Item TJWPZ,2012-12-07,2014-05-26,85.65,Beauty,Literature
QIOBAO5E,Item 2S0N9,2002-09-20,2003-07-29,352.78,Home,Skincare
Q68G2EBL,Item 5DMB2,2022-07-13,2023-09-29,100.23,Electronics,Gadgets
633R3VCX,Item QE81O,2004-03-31,2006-06-25,195.26,Home,Literature
535UP91F,Item 25TSR,2004-02-12,2006-08-24,119.36,Beauty,Furniture
61CJ4US4,Item M27K1,2017-03-07,2018-03-31,393.73,Clothing,Gadgets
QGOXZ8C4,Item 4GRN7,2000-05-23,2002-10-30,219.93,Clothing,Literature
W80JSST8,Item JW0X8,2019-10-17,2021-02-21,138.63,Clothing,Literature
SK2QCENQ,Item ESJ5F,2006-05-02,2007-09-20,75.88,Electronics,Apparel
HMNU9QM7,Item B7EA1,2016-10-11,2017-07-15,488.64,Home,Skincare
SGBSJZ4J,Item XOO7U,2004-02-07,2005-07-02,219.56,Books,Apparel
4DGQCP4B,Item Q5NKA,2015-02-13,2017-04-01,170.97,Clothing,Gadgets
PRQCDMDA,Item 3DUJC,2017-06-01,2019-03-07,169.19,Home,Skincare
3TNANSYD,Item 5DYK0,2004-04-01,2006-01-18,147.23,Clothing,Gadgets
YWPEEFO8,Item Y83YF,2021-10-07,2022-10-01,201.82,Clothing,Apparel
E9RF6DUS,Item T2A85,2021-07-16,2022-04-26,488.70,Clothing,Furniture
HPUKXE0T,Item Q49G8,2015-06-28,2017-08-31,164.90,Clothing,Apparel
8ZD6X4S2,Item L0ZFG,2013-03-01,2015-06-05,493.96,Electronics,Furniture
JBHL3C06,Item SDLCH,2015-03-12,2016-10-03,213.97,Books,Furniture
EHLMGZZL,Item DO4B5,2016-11-11,2018-08-15,477.86,Beauty,Literature
VHZNAY0V,Item QUWJZ,2018-11-14,2019-10-30,347.29,Home,Skincare
LZCI0B1P,Item 1Q8YG,2012-01-10,2014-04-10,432.19,Books,Furniture
OUFEQCGK,Item KYP9I,2019-04-27,2021-05-18,94.84,Clothing,Furniture
5AKOW5GI,Item PRO6O,2014-07-16,2015-05-05,446.65,Home,Apparel
SWF7PJZG,Item 6FQEN,2021-06-21,2022-02-02,227.77,Beauty,Skincare
71DOC2TN,Item UYNCO,2009-08-30,2010-01-13,405.37,Beauty,Apparel
ODVUSN0K,Item DRUHL,2000-03-14,2002-10-27,279.08,Clothing,Gadgets
1QQHK2K7,Item RK660,2008-05-13,2010-02-18,326.15,Clothing,Literature
8N650QYR,Item RVDHR,2013-07-13,2014-07-05,206.15,Beauty,Gadgets
ANQMW4Q2,Item 36JYU,2000-06-08,2002-01-22,109.93,Clothing,Furniture
BL2Y4CVZ,Item BBEY1,2017-06-24,2019-01-28,343.85,Home,Furniture
88TE3M8S,Item F6OCR,2009-05-09,2011-08-30,369.01,Clothing,Gadgets
WW01DTFA,Item 21N8E,2024-09-17,2026-12-06,292.11,Clothing,Gadgets
8WLX7IPM,Item 7CQR6,2011-11-08,2013-10-05,387.31,Books,Furniture
KD41KRXF,Item IZQJ4,2008-02-11,2009-05-03,190.68,Home,Furniture
QYF3O3D2,Item CK069,2014-10-18,2016-10-04,94.11,Clothing,Skincare
YQR0RGUB,Item 16Y7W,2009-04-25,2011-08-09,290.60,Electronics,Apparel
U5XS3QB1,Item QDQHD,2004-12-13,2005-05-21,249.32,Books,Skincare
1QKXH375,Item LEE7O,2001-03-02,2002-07-22,439.79,Books,Gadgets
8NROOMEZ,Item O57UF,2019-02-24,2021-05-21,377.97,Electronics,Skincare
GVI7TWQL,Item 782DH,2011-11-17,2013-02-07,369.43,Home,Skincare
K69CGK2S,Item X5DFH,2017-11-05,2019-07-11,110.06,Books,Apparel
4GSXEUAS,Item L7H38,2009-03-09,2011-08-31,35.79,Electronics,Literature
GBP5XUO2,Item 482LH,2011-01-08,2013-09-22,375.65,Clothing,Furniture
YO6EGB3D,Item 5LLBJ,2012-05-27,2014-10-07,39.59,Home,Literature
N7BMYJNX,Item TOTVI,2024-07-20,2026-05-29,463.82,Books,Furniture
L8YQN69G,Item 64HSY,2002-01-05,2003-02-17,233.60,Home,Skincare
LJ3W8MIP,Item 3Q36N,2011-10-07,2013-01-07,241.01,Electronics,Furniture
4I44BDC6,Item GDGFP,2000-12-09,2001-01-18,160.80,Home,Apparel
JY82VG7B,Item A1HBL,2010-06-05,2011-04-02,484.58,Electronics,Furniture
VGP9JGNL,Item DH9IM,2023-09-14,2024-01-19,29.80,Beauty,Skincare
3EFKYM7S,Item 5G2XK,2000-04-13,2002-07-18,480.99,Electronics,Gadgets
5G4PITBS,Item 3IQ63,2004-02-28,2006-05-01,450.22,Beauty,Furniture
WHV3KRPF,Item HWTPZ,2016-12-04,2017-10-25,28.82,Electronics,Apparel
F7YS9WF2,Item LGAYP,2017-12-14,2019-01-17,420.45,Electronics,Literature
IXK300EA,Item MYWSO,2010-08-12,2012-01-26,472.40,Home,Gadgets
10PWGCDP,Item VRXOP,2005-12-04,2006-05-30,362.43,Beauty,Furniture
BG8LGLLL,Item RVEP9,2011-01-18,2012-02-04,416.87,Books,Skincare
WFJQTQ4K,Item FIBPI,2011-04-22,2012-12-19,394.25,Beauty,Apparel
Z7JPFXDR,Item 19GQV,2006-07-16,2007-09-28,434.04,Beauty,Apparel
VO93F430,Item JGTN7,2006-02-07,2007-09-08,199.78,Books,Literature
NQI8JVHD,Item UT36M,2015-09-26,2017-10-06,490.57,Clothing,Furniture
M6CQ4SBC,Item XB1WZ,2003-11-27,2004-11-04,443.17,Home,Skincare
Q9AYEESA,Item 38UOS,2006-02-05,2008-09-14,401.21,Clothing,Literature
0KCDQ9ZN,Item 2ZM69,2023-01-27,2024-05-11,379.85,Beauty,Gadgets
A40SWP4D,Item Z2ELR,2002-06-25,2003-03-24,94.59,Beauty,Furniture
YYSPVWK4,Item RKIWG,2005-07-31,2007-11-12,196.08,Beauty,Literature
NE2EF5TN,Item 5Z2M6,2023-04-05,2025-10-02,92.10,Books,Literature
2VGFSNCO,Item 8266I,2005-12-26,2006-04-01,354.71,Clothing,Furniture
GPRB071I,Item IFQ6N,2022-10-20,2023-05-24,268.04,Electronics,Literature
KLJORNY9,Item MK698,2018-10-01,2019-08-02,467.36,Books,Skincare
8RJ5D5ED,Item 77M90,2011-07-16,2012-12-22,66.25,Clothing,Gadgets
TVU2FS6J,Item 3JT1G,2011-10-04,2013-02-20,282.11,Books,Gadgets
T9DDA8AB,Item F50PQ,2007-02-10,2009-05-30,122.12,Home,Furniture
OKDMW33N,Item SU1UF,2008-06-14,2010-04-14,102.31,Books,Gadgets
GTNSI73F,Item QEY24,2007-05-10,2009-01-22,318.40,Clothing,Apparel
8EB4ZFL5,Item AN9VU,2024-12-28,2025-09-09,249.50,Books,Gadgets
7FY8BA2M,Item F8VVQ,2016-10-05,2017-02-18,394.41,Electronics,Literature
D15ZW6OI,Item PLYHN,2010-10-05,2011-11-26,17.04,Electronics,Apparel
VFVCD6LM,Item TG7MU,2012-01-03,2013-02-08,160.61,Clothing,Gadgets
XK5WV9ZW,Item YYZY4,2020-01-07,2022-02-17,236.35,Electronics,Apparel
PQTLRSIS,Item DPCFE,2009-09-04,2010-06-23,146.02,Electronics,Apparel
JT9V1ETT,Item U4I1V,2007-10-30,2008-06-17,339.30,Home,Furniture
7X45ZA8M,Item 7FH1W,2006-09-23,2008-04-06,430.98,Beauty,Apparel
OPZA9SQJ,Item KIVC7,2003-08-28,2005-10-22,325.24,Beauty,Furniture
XW7F7OK0,Item A4W62,2022-07-26,2023-03-09,194.49,Beauty,Skincare
6PRJE6FJ,Item 62M0V,2004-09-14,2006-09-04,241.10,Electronics,Skincare
71K2WBBH,Item WXJB7,2015-08-05,2016-01-18,185.62,Clothing,Apparel
IU40O45P,Item 0PJIR,2009-01-04,2011-05-21,245.14,Electronics,Literature
HW9TE0RL,Item VSAKE,2011-08-17,2012-07-24,116.40,Clothing,Furniture
6KCZALJ4,Item B703T,2017-03-04,2018-07-24,388.35,Beauty,Furniture
0TAQ1FXT,Item HGQ6T,2012-04-24,2013-09-06,434.28,Beauty,Gadgets
67FUYR7Z,Item ZYX6J,2003-07-17,2004-07-30,44.03,Clothing,Gadgets
Q4D3F2A4,Item ZR0RH,2006-05-29,2008-07-02,160.90,Electronics,Furniture
CHKTIRO4,Item IN7HE,2001-11-17,2003-05-09,82.93,Books,Furniture
F27JDOT5,Item UNEPS,2000-11-01,2001-01-14,63.81,Home,Gadgets
P658L1SN,Item 8WU9E,2003-07-20,2005-02-24,51.00,Beauty,Apparel
GFD6M5RS,Item WXDBZ,2015-12-30,2016-04-06,132.89,Home,Skincare
NZI95NWB,Item C4IXX,2019-05-24,2021-08-19,169.10,Clothing,Literature
3ZJ2H8CZ,Item W2VQ6,2022-06-16,2024-10-07,253.21,Home,Literature
XQ58KVHA,Item 5Y6CF,2017-05-10,2019-08-26,259.79,Books,Furniture
DOU9G9IB,Item ALWOQ,2011-06-26,2013-08-16,495.63,Clothing,Furniture
VS32EMJ9,Item VZ8KA,2017-05-03,2018-03-26,263.71,Clothing,Furniture
68RCZZE7,Item EBENP,2017-06-05,2019-02-05,233.20,Home,Skincare
37HBCNDC,Item HK884,2021-07-26,2023-08-18,153.88,Home,Gadgets
WUK480T1,Item 2WABF,2005-11-06,2006-10-06,321.47,Clothing,Literature
8EEY932K,Item 6P88D,2018-10-16,2019-12-16,461.65,Electronics,Skincare
UM6D2A7K,Item 80LC4,2007-08-15,2008-06-25,145.78,Clothing,Furniture
E4H3GBE1,Item QZG25,2002-03-14,2003-05-08,107.99,Home,Apparel
E0TJ3352,Item NDXL9,2005-07-15,2006-04-14,360.94,Electronics,Literature
T5YXTKA2,Item KB1NA,2021-09-09,2023-12-14,204.50,Home,Skincare
GTMGCWLF,Item H8WBP,2012-11-27,2014-02-09,392.03,Beauty,Literature
MWWZ7SU0,Item CQ8E7,2024-06-23,2025-12-05,251.86,Electronics,Furniture
L5GO8WPV,Item V1BYR,2024-06-16,2026-03-29,222.32,Clothing,Literature
QV187VN9,Item O6IJC,2001-07-22,2002-08-30,30.58,Home,Furniture
EBHA9A6S,Item IKEPV,2024-05-22,2026-07-11,392.70,Home,Furniture
YLQRIWGY,Item 4DZ33,2014-02-23,2016-02-17,469.76,Home,Literature
