ITEM_ID,ITEM_DESC,START_DATE,END_DATE,PRICE,ITEM_CLASS,ITEM_CATEGORY
5HIXC4DN,Item LKHNB,2006-07-16,2008-02-23,198.25,Beauty,Furniture
5R964ZAV,Item V8IMP,2006-04-30,2007-06-08,86.06,Electronics,Gadgets
TYAB0PMJ,Item QXC1D,2014-09-10,2016-10-12,83.07,Electronics,Apparel
2JQNLM97,Item 401VK,2019-08-13,2021-11-05,189.68,Beauty,Literature
S8RG0KQO,Item MAFFR,2009-07-07,2010-01-25,296.27,Clothing,Apparel
NFLOHXGD,Item 5HKAA,2009-02-19,2011-10-13,101.37,Clothing,Furniture
D4N6PA7Z,Item XQMG1,2014-04-29,2016-07-19,206.93,Electronics,Gadgets
B8XGTTXD,Item Y9ZZB,2010-03-06,2012-01-21,397.08,Beauty,Gadgets
RJ4IWWE2,Item 9BKHV,2008-10-19,2009-05-31,312.19,Electronics,Skincare
X97KX89U,Item 5462W,2005-03-20,2007-02-21,299.87,Home,Literature
2YP7AZ4S,Item 17YGU,2021-04-10,2022-01-27,330.78,Books,Skincare
GK76T7MK,Item Z44UI,2010-07-17,2012-12-06,240.43,Electronics,Gadgets
2AZQ4WK7,Item 91IQH,2020-05-10,2022-03-22,47.79,Home,Literature
8LN07UBH,Item 8JZJ5,2001-07-12,2003-07-14,305.49,Beauty,Gadgets
H2MPKKCL,Item LZ3YR,2012-10-10,2013-03-21,178.03,Electronics,Skincare
9GNJX9VO,Item L1M4W,2009-12-02,2011-03-02,452.34,Beauty,Literature
OESSZRB4,Item IZI6O,2021-03-30,2023-11-11,103.01,Books,Gadgets
KNT2EZBU,Item QPJ85,2011-11-16,2012-02-26,385.74,Home,Gadgets
1EMJXCVR,Item B3HVX,2006-06-19,2008-01-11,240.36,Electronics,Literature
7MYA5HVE,Item TF0NT,2014-11-05,2016-09-28,15.00,Home,Skincare
6JI377QC,Item CRDWJ,2005-02-09,2006-03-19,55.20,Clothing,Gadgets
05T2VTTM,Item 5W69T,2006-12-29,2008-06-18,43.95,Electronics,Apparel
WWOH3TWV,Item BHR4H,2010-08-31,2011-09-09,436.76,Home,Apparel
A0XIAWXY,Item DQ8W5,2017-11-03,2019-04-14,36.86,Electronics,Gadgets
J2FYEDS7,Item 0YWZ7,2015-06-22,2016-07-08,479.00,Books,Furniture
LSK8IVRV,Item LQHVM,2012-08-08,2014-08-12,424.42,Beauty,Literature
2N2BW5LO,Item HXZ61,2006-06-23,2007-08-18,161.69,Home,Literature
J6015NJN,Item CWFTV,2015-08-28,2016-02-10,275.76,Electronics,Literature
3L64ZG7O,Item GXVW3,2022-03-25,2024-02-07,13.42,Books,Furniture
HQQWIXG6,Item 7J8TC,2000-05-14,2002-01-29,472.67,Books,Skincare
ICN7QH0A,Item 1NS80,2012-11-26,2014-12-10,461.47,Books,Furniture
S1JBW9NU,Item 7YNIN,2020-05-04,2022-11-08,373.80,Electronics,Furniture
HZEXVOT8,Item QXNPQ,2023-06-21,2024-06-02,328.79,Clothing,Gadgets
R1H2DLW3,Item TCI3G,2014-03-16,2016-07-02,390.44,Home,Furniture
4YPSL4ZR,Item PIR5N,2014-01-13,2016-02-25,36.53,Books,Literature
PZPYZ86Z,Item QJ8WW,2020-08-01,2022-02-01,10.89,Electronics,Furniture
AXC7WI1O,Item 19TIH,2005-12-31,2006-05-25,351.39,Electronics,Skincare
5POYNI95,Item 0APG3,2004-01-25,2006-11-29,45.53,Home,Skincare
U95KR0VK,Item S0Q27,2015-09-26,2017-04-16,88.38,Electronics,Literature
HZC7UWKK,Item LPAWQ,2008-11-23,2010-03-12,213.07,Home,Skincare
OJUOKJON,Item G3H5M,2009-07-12,2010-02-14,73.56,Books,Furniture
YRQ72K4R,Item WPHIZ,2016-09-07,2017-03-02,143.31,Books,Furniture
U1QJ1DTV,Item 6Q849,2004-09-19,2005-11-24,475.93,Beauty,Furniture
W7FCFSB1,Item S41VT,2023-09-09,2025-07-19,315.02,Clothing,Gadgets
GT6ROD60,Item SMNFK,2022-07-25,2023-07-23,226.68,Books,Apparel
WE4197PR,Item 3T5LL,2007-03-19,2008-01-06,18.62,Books,Furniture
UF4LG1PN,Item 5CHEV,2019-03-11,2021-01-16,210.33,Clothing,Apparel
TBLXUCLT,Item 10DLF,2001-08-31,2003-01-04,194.39,Electronics,Skincare
F6YX92Z4,Item 1ANW5,2007-09-05,2008-09-21,389.44,Books,Literature
ESCZ81HX,Item ELN3N,2023-05-12,2024-06-06,227.74,Beauty,Furniture
7EM2UF7F,Item KRK4Z,2013-08-16,2014-10-01,462.37,Books,Gadgets
QPEDSUP5,Item LN464,2007-11-15,2008-05-04,304.84,Home,Apparel
KVL1CWO9,Item M9QGR,2011-08-02,2012-06-26,30.45,Books,Gadgets
4VLR58AK,Item ADZYY,2018-09-17,2019-02-19,196.08,Electronics,Furniture
WNOMJ8ET,Item SFTF2,2009-05-29,2011-12-08,198.65,Clothing,Gadgets
4CN9X8T0,Item U6SHO,2002-09-07,2003-11-28,338.01,Electronics,Furniture
2BB9388R,Item QMJZL,2017-02-05,2018-07-02,112.97,Electronics,Apparel
5JY1XJYS,Item QQ0CU,2018-07-01,2020-11-21,109.00,Clothing,Apparel
NA3W5M1F,Item RIUYF,2005-07-27,2006-01-30,267.91,Clothing,Furniture
J0MD8J9K,Item 6U062,2012-01-06,2013-02-11,479.82,Clothing,Skincare
34XIIJM5,Item PIUN6,2016-11-08,2018-10-24,386.07,Electronics,Literature
33IYXRCH,Item JFWX4,2024-12-08,2026-03-05,463.20,Home,Skincare
AS0E4NJN,Item 2DMAT,2020-02-23,2021-08-17,366.02,Beauty,Skincare
OQZR0YM0,Item O5G75,2007-12-22,2009-12-14,149.87,Home,Skincare
J3XT0T2K,Item 8PG5O,2012-02-12,2014-03-12,278.15,Home,Skincare
9PYY0MMR,Item 1Q091,2022-12-21,2024-07-03,277.12,Clothing,Skincare
GMBBT9J9,Item 9C4GB,2000-01-02,2002-01-01,43.45,Electronics,Skincare
EQLLPO99,Item JEF01,2017-10-01,2019-05-17,62.48,Books,Literature
YVA3U5LZ,Item VJWK7,2006-03-19,2008-10-01,141.98,Electronics,Furniture
X9GVJ0KP,Item W5984,2003-08-05,2005-11-23,170.65,Books,Furniture
SR7VMNNQ,Item ZWIQ2,2014-01-15,2016-01-31,397.33,Clothing,Literature
RD5IUVD5,Item CXGNY,2018-05-26,2020-01-08,14.94,Beauty,Apparel
AYLIBVUC,Item UNGKO,2006-12-23,2008-09-24,168.58,Electronics,Literature
TV9XPN25,Item XFK5M,2001-12-07,2003-02-04,372.95,Electronics,Literature
8X4MO3CU,Item GTWEJ,2008-01-14,2010-10-10,422.24,Home,Apparel
IBQ55ULM,Item XMS99,2018-06-13,2019-11-19,397.39,Home,Skincare
0BA5XUO3,Item 6MD0L,2009-07-19,2010-06-09,24.43,Home,Skincare
SNBY5XG3,Item LP8DH,2001-01-23,2002-06-20,429.08,Home,Apparel
IBER5CGP,Item 95H6Y,2009-08-25,2011-12-01,282.87,Electronics,Furniture
3G0XUO1K,Item ZG5XP,2016-10-07,2018-11-14,455.29,Home,Apparel
WZHH0EHA,Item R3ORZ,2003-07-14,2005-08-02,219.45,Home,Literature
PHZ7JATP,Item 8ND6B,2002-06-27,2004-02-27,462.67,Clothing,Gadgets
RYCL3A9M,Item ZPGBU,2007-03-19,2009-08-13,227.04,Electronics,Gadgets
S50118E1,Item 1MDQ2,2013-01-08,2014-11-06,172.59,Electronics,Furniture
2EGGT90E,Item J8TP1,2015-01-27,2016-12-13,39.05,Clothing,Apparel
N5SDR0CI,Item 3FQN0,2013-10-22,2014-08-29,450.97,Books,Gadgets
HQG7QXHU,Item 9WRZT,2022-02-18,2024-03-13,391.48,Home,Skincare
