ITEM_ID,ITEM_DESC,START_DATE,END_DATE,PRICE,ITEM_CLASS,ITEM_CATEGORY
WAO2UAKI,Item 0HJ7W,2012-05-02,2013-04-22,434.34,Home,Apparel
FYOEWRHP,Item Q6IQP,2012-10-17,2014-06-09,219.53,Electronics,Apparel
OZAJJYQ5,Item DK9CF,2007-10-18,2008-08-01,375.50,Clothing,Apparel
K0JF3677,Item 0SMMM,2007-01-13,2009-10-02,384.92,Home,Apparel
1XDIBTSD,Item MDXY8,2015-04-06,2017-04-25,280.83,Books,Gadgets
TV70YRWX,Item H245X,2015-08-08,2016-04-14,315.30,Books,Literature
3ISPFGSN,Item IY1OR,2024-02-18,2025-06-06,39.64,Clothing,Furniture
4B7FNH2F,Item RYLGR,2017-07-26,2019-11-11,51.00,Beauty,Gadgets
MNP764Z5,Item H6QI4,2021-04-06,2022-10-11,111.17,Clothing,Furniture
8HI1083O,Item 2FGGJ,2001-06-30,2003-01-04,309.00,Clothing,Furniture
ZHYQ3FIA,Item 4ZTE3,2001-09-24,2002-03-10,90.15,Home,Gadgets
Z29GN051,Item NM526,2003-07-18,2005-08-13,255.51,Beauty,Apparel
XBNQRQR6,Item CFR3M,2010-04-02,2011-06-01,130.98,Home,Apparel
8CHD62K9,Item 96M5Z,2017-04-13,2019-08-26,46.70,Clothing,Gadgets
L4UE899N,Item WO6VD,2024-07-07,2026-03-14,248.68,Beauty,Skincare
EAU1MES5,Item 06QOY,2015-05-14,2016-07-20,68.98,Electronics,Furniture
YPBU51BQ,Item M6XRS,2011-09-25,2012-09-20,135.96,Electronics,Literature
L4U7XG5W,Item K8XPR,2003-09-13,2004-02-25,129.00,Beauty,Furniture
AJXZK7IE,Item 5OAB7,2023-03-16,2024-04-21,133.53,Home,Literature
FKAOZJC2,Item HY6KV,2016-08-02,2018-08-10,60.32,Books,Literature
F5UQ29U3,Item U2YWL,2013-09-26,2014-08-25,406.39,Books,Apparel
41RK3OX1,Item ABE5T,2015-08-29,2016-10-13,275.96,Beauty,Skincare
AFIP8ZVC,Item 6U3VC,2024-09-26,2025-07-06,418.82,Home,Skincare
7MOO4OWJ,Item GRNMY,2019-10-05,2021-01-25,104.15,Electronics,Gadgets
JQ33NOAF,Item RPAFC,2012-03-21,2014-08-05,482.65,Beauty,Apparel
3L9URR91,Item AEL2B,2022-04-06,2024-10-11,26.55,Beauty,Skincare
YCVG4NX0,Item 440IM,2023-11-10,2024-09-14,200.22,Electronics,Skincare
5TUYE7EV,Item ZNGWG,2024-12-25,2026-07-25,309.71,Beauty,Skincare
0PFWELUC,Item KW0C4,2022-01-29,2024-02-25,230.35,Home,Literature
6QBCVXHU,Item RS3S0,2022-11-30,2023-12-10,225.93,Clothing,Apparel
0I6VYZRT,Item 704OJ,2008-08-15,2009-12-16,371.30,Electronics,Skincare
LJA25NEY,Item A3613,2007-08-06,2009-07-27,120.99,Beauty,Gadgets
8VJK5KXH,Item 5QAAB,2022-09-02,2023-07-25,131.42,Books,Furniture
9WYRBNX5,Item 61COH,2005-03-27,2007-09-07,169.45,Home,Apparel
XDEC9OVD,Item NBDY6,2001-08-02,2002-06-27,397.92,Clothing,Literature
PBMBEM11,Item RFUPI,2005-06-10,2007-02-22,413.69,Electronics,Apparel
BQ2UDENR,Item MEXWF,2017-01-16,2019-03-26,64.30,Beauty,Apparel
8U3M0F6K,Item EVQI4,2010-02-12,2012-02-06,387.23,Beauty,Apparel
GAZBJ4ZD,Item W35PF,2011-10-17,2012-05-11,252.93,Clothing,Apparel
0O2P1ZZC,Item NOX57,2007-08-16,2009-01-19,338.89,Home,Furniture
GODVT669,Item BT8I3,2002-11-15,2003-01-07,53.16,Home,Gadgets
ZLV2J91S,Item 5N2V2,2018-06-04,2019-01-04,262.02,Home,Apparel
SBDIUAY3,Item RA7LU,2017-03-02,2018-08-23,140.68,Books,Apparel
3KOTHT1M,Item VY2DI,2019-08-29,2020-05-14,471.91,Electronics,Apparel
IA52IE08,Item DRCIL,2010-08-16,2011-06-08,85.14,Clothing,Apparel
490VGTLC,Item VH7P0,2003-02-25,2005-09-19,496.56,Books,Furniture
ZIYAW3OM,Item 7KLRH,2005-01-26,2006-01-19,443.09,Books,Literature
OR08N5UJ,Item NRBPR,2001-11-02,2002-09-18,173.41,Electronics,Apparel
HWW6S0TK,Item RM7RH,2006-06-21,2007-03-27,216.90,Electronics,Gadgets
PLFK6S4G,Item 0C36W,2007-12-25,2008-11-20,230.73,Home,Gadgets
RL4ZN4GG,Item HVVDV,2010-08-27,2012-10-06,70.45,Home,Gadgets
4HIL3CC0,Item 5GJBR,2013-01-21,2014-01-14,294.71,Books,Gadgets
Z5TNGAYP,Item OBYQT,2019-08-12,2020-02-07,354.95,Clothing,Gadgets
5AYIWDT8,Item LMO6L,2005-10-07,2006-10-29,74.55,Electronics,Apparel
U7Y4YN86,Item 6626T,2024-08-10,2026-04-15,477.07,Clothing,Furniture
41Z48AAH,Item T22QY,2020-12-18,2021-09-23,113.47,Home,Apparel
1ODZYMXR,Item K36IR,2005-12-23,2007-12-29,58.79,Clothing,Furniture
P0FNJKSA,Item 3LB81,2021-02-03,2022-12-05,259.79,Home,Gadgets
KNA5O538,Item NTNGZ,2015-09-16,2016-04-03,389.62,Books,Literature
6U86YEH7,Item M2XPF,2020-11-29,2022-04-15,47.94,Home,Gadgets
OABBLJ6U,Item HN3OS,2013-01-02,2015-01-27,297.83,Home,Gadgets
6OZXRKXA,Item KMY2N,2004-04-12,2006-09-06,460.20,Clothing,Furniture
K4LAVIEQ,Item RQMZH,2010-07-31,2011-01-11,220.72,Clothing,Literature
1YI56UO1,Item LXGRP,2007-11-18,2009-03-03,389.36,Beauty,Skincare
X0DXER14,Item BVEEY,2011-05-14,2012-10-22,386.03,Clothing,Furniture
Y87ZO4IS,Item WWJ06,2003-07-16,2004-03-26,201.60,Books,Literature
PFZOUXRB,Item 3JQ3C,2023-10-12,2025-10-01,51.00,Electronics,Skincare
6SWRQPFH,Item UV0YX,2000-11-15,2002-10-04,245.25,Clothing,Apparel
FIA2E78B,Item FH4TI,2011-03-27,2013-09-22,178.90,Beauty,Furniture
XHNF2Z6W,Item 6EE1Q,2005-10-05,2006-01-16,169.65,Clothing,Skincare
OKIRNP9Z,Item O6R7N,2023-06-05,2024-10-09,389.91,Beauty,Furniture
XMGL0YWN,Item OIA78,2019-02-24,2021-11-13,160.61,Books,Literature
5RIC5ALI,Item P53ZJ,2017-08-15,2018-04-07,93.59,Books,Literature
UDET4TEW,Item HB5NU,2002-02-09,2004-05-14,301.08,Home,Furniture
7P7P00JK,Item DZKYZ,2005-06-07,2006-10-03,29.52,Clothing,Skincare
D6PDTO8T,Item A6M9T,2003-12-12,2004-08-09,183.44,Home,Skincare
FLG3JGJP,Item PCTU3,2000-03-09,2002-02-13,21.00,Books,Skincare
00CGK6CO,Item FBGR8,2011-05-07,2012-03-30,258.29,Beauty,Apparel
O4CVKA06,Item M2LVD,2011-12-15,2013-02-09,205.42,Books,Apparel
FC99HC09,Item 35UYM,2003-04-09,2005-02-16,261.61,Clothing,Skincare
JN1B2RRZ,Item VMWUC,2018-10-02,2020-12-15,102.73,Beauty,Literature
IL4IEMBH,Item 1UUIP,2021-03-18,2023-04-25,258.52,Home,Furniture
WRWE9BAP,Item Q215T,2012-05-25,2013-08-21,12.00,Home,Furniture
SKCIFHCE,Item 4IOJQ,2022-11-27,2023-09-25,490.97,Beauty,Literature
2HZEQ7YL,Item DZ3FH,2020-09-30,2022-01-01,189.99,Home,Literature
QYTP0LEB,Item A21HK,2004-04-18,2006-05-01,458.23,Home,Gadgets
TX9I23JO,Item TLXO6,2009-02-25,2010-06-18,480.90,Beauty,Gadgets
PP7GTK45,Item B39U5,2005-10-20,2007-10-18,369.46,Home,Apparel
QZSJQE6Z,Item SMEVV,2005-09-06,2006-02-19,72.50,Beauty,Apparel
XGX6LL28,Item JBNYW,2014-01-11,2015-01-29,476.03,Home,Literature
6KUA4UPM,Item VL8VA,2000-11-06,2001-07-13,211.26,Beauty,Literature
PJCHAQ9R,Item Q6WB9,2023-07-09,2024-12-22,90.40,Clothing,Literature
YUSV2C3R,Item 6HO4H,2004-03-12,2005-03-20,268.58,Clothing,Skincare
0D6U7IYD,Item 0374S,2010-07-26,2011-04-27,87.33,Clothing,Skincare
LDUPJOF4,Item 90RIQ,2011-10-15,2012-07-20,158.95,Electronics,Skincare
XFVM9FPG,Item GI05D,2017-04-17,2018-07-30,361.65,Home,Furniture
42YT0G8T,Item AOQES,2000-02-03,2002-03-01,379.05,Books,Skincare
SDJYCAYS,Item B8W22,2011-01-16,2013-03-14,488.70,Beauty,Literature
H1IB4F89,Item UAOY6,2003-03-20,2005-12-19,158.70,Clothing,Apparel
5YSAKNKZ,Item 3OJT5,2016-02-23,2017-12-24,81.77,Beauty,Skincare
QIO3OHVV,Item W3AWS,2010-07-16,2012-11-26,60.92,Electronics,Apparel
GVQARYJ1,Item 067Q1,2013-04-25,2015-06-15,97.21,Clothing,Furniture
DRDNRS0K,Item R8EOC,2013-12-10,2015-03-01,41.70,Electronics,Skincare
JBQD6M9M,Item DZS30,2021-01-10,2023-04-04,281.80,Beauty,Literature
6LB9VDEJ,Item 8M8TL,2002-10-16,2004-11-29,481.85,Home,Literature
14X0MRE0,Item NWNWS,2010-02-06,2011-02-26,180.96,Books,Apparel
UR0B0JBD,Item ZHR9F,2003-01-17,2004-06-29,111.98,Books,Skincare
ZP3R8KZU,Item BFL1Q,2013-08-31,2015-04-01,419.25,Clothing,Furniture
ZPY91SEV,Item IP0QZ,2024-03-20,2026-02-06,348.06,Electronics,Skincare
GWN69QDI,Item 5I987,2023-04-10,2024-10-02,26.47,Clothing,Furniture
ILJFPNS3,Item LUCHF,2019-06-23,2021-06-10,490.91,Books,Furniture
L52SMTN4,Item CM5WB,2019-10-17,2020-11-02,300.53,Electronics,Apparel
U4LZ8VIM,Item 62V25,2019-04-30,2020-11-29,442.86,Clothing,Literature
QKO2EI54,Item 9Q650,2009-11-29,2010-06-19,303.70,Electronics,Skincare
CWXVOJAG,Item 5F1OE,2001-04-20,2002-09-21,383.03,Home,Furniture
ITQNF22Z,Item K1OL4,2005-07-30,2006-05-30,452.62,Electronics,Apparel
91CS8WVR,Item R12WA,2015-06-13,2016-12-15,150.85,Clothing,Gadgets
FWFXAUJI,Item JV69G,2016-12-09,2017-09-30,380.07,Electronics,Apparel
NKEU1V7R,Item 754M6,2001-10-24,2002-04-13,124.25,Home,Furniture
YTY3PLQ2,Item 44O5P,2020-10-26,2022-07-11,377.66,Beauty,Gadgets
OIJHBO1I,Item ZFGY7,2017-09-10,2018-08-01,23.67,Home,Apparel
Y57PBREY,Item P8WUX,2018-02-26,2020-07-04,428.11,Electronics,Literature
1Z1KW7BL,Item NFKPM,2012-01-16,2014-08-18,453.01,Clothing,Gadgets
XY7NGQXH,Item WDPCE,2018-01-22,2020-02-04,82.68,Electronics,Skincare
I32DWQZ7,Item LWELQ,2004-08-19,2005-07-09,263.53,Beauty,Gadgets
CPK88RPH,Item 3AANJ,2004-02-20,2006-12-28,214.73,Beauty,Skincare
OLJE6YOD,Item S1KFS,2000-09-23,2001-10-16,58.41,Clothing,Skincare
TWPGA7QG,Item IYUB1,2021-08-03,2022-03-29,309.03,Home,Literature
SJ740DVK,Item YEKEA,2021-07-09,2023-02-14,183.22,Beauty,Gadgets
NBTT2H68,Item 4USN9,2016-05-31,2017-06-27,411.39,Electronics,Gadgets
E1QLZ58X,Item ALF4H,2022-07-07,2023-05-04,416.30,Electronics,Gadgets
ES1V87P1,Item F9TFA,2021-06-22,2022-12-13,22.50,Clothing,Literature
HHQQK48S,Item WOUOP,2014-07-23,2016-12-02,86.32,Electronics,Skincare
1UF79148,Item R0JS3,2013-09-20,2014-06-19,116.89,Books,Skincare
S4GDKF2O,Item OGBV6,2015-12-16,2016-05-11,84.33,Home,Gadgets
5O1535Q8,Item YOZJ6,2023-01-23,2024-02-14,159.79,Home,Apparel
N9J0RKCH,Item MTBCF,2008-09-27,2009-05-15,68.66,Beauty,Literature
AQE1LWCJ,Item 0KGWF,2008-07-13,2010-02-09,330.55,Beauty,Apparel
JAJ6C4FP,Item FNAF2,2003-08-29,2005-07-28,133.90,Books,Skincare
8HATER8Z,Item LRG9T,2006-10-16,2007-01-02,350.97,Electronics,Literature
LYUOD9SH,Item OGJXP,2023-03-07,2024-09-11,490.07,Beauty,Furniture
NVOE2QLN,Item 9ICME,2004-07-27,2006-11-16,148.78,Home,Furniture
B38KWQ7L,Item YNECC,2012-08-18,2014-04-18,394.19,Clothing,Skincare
P0V6Y0HD,Item G94FN,2005-03-04,2007-04-03,214.48,Beauty,Apparel
BJ1UH55P,Item PD8GU,2011-01-04,2012-09-09,150.78,Beauty,Skincare
LF9WE4O5,Item K1OU4,2002-04-04,2003-02-18,275.93,Home,Gadgets
YQT3A8AN,Item RH42V,2015-07-04,2017-05-30,333.85,Electronics,Literature
L1XDJV6I,Item RLOXH,2016-09-09,2017-02-08,456.92,Beauty,Gadgets
7TD194P0,Item 8RTQ8,2019-03-31,2020-01-21,116.03,Home,Literature
JS6DO157,Item IOP09,2001-12-22,2003-02-08,322.10,Books,Skincare
DKAD9QFW,Item 3F3FB,2013-06-25,2015-08-25,204.04,Beauty,Furniture
K714TQXX,Item V860W,2015-06-29,2016-07-29,414.65,Beauty,Skincare
5ECLUP8C,Item WDBEJ,2023-04-28,2024-04-07,352.13,Clothing,Apparel
XBOW4RWU,Item MW1BW,2008-10-29,2009-09-18,164.95,Clothing,Furniture
MFR7ODD0,Item ZFG0H,2004-07-08,2006-02-27,270.90,Beauty,Skincare
V1ZF03LF,Item T1J4M,2019-03-18,2021-08-22,108.47,Electronics,Apparel
NZ6FQ7WI,Item 8NY2O,2021-04-09,2022-03-09,236.66,Home,Furniture
0OUIXKX7,Item 2O1PZ,2017-09-07,2019-05-11,57.89,Beauty,Gadgets
1MUNW9VM,Item 3VBEB,2023-02-04,2024-01-05,343.91,Beauty,Furniture
Y6FIS1QH,Item CSU8Q,2023-07-28,2024-04-11,489.41,Home,Furniture
3B10AO2O,Item XGRNX,2021-12-31,2023-05-27,371.37,Beauty,Literature
ZFR2CB2A,Item 1M8FB,2007-09-16,2008-01-08,405.74,Clothing,Furniture
6BB5SW7W,Item 7V5NT,2009-11-11,2010-07-21,68.66,Electronics,Furniture
ZT61YYKN,Item B73VL,2020-06-01,2021-05-22,496.33,Clothing,Skincare
P9YENSC9,Item XVXN1,2017-12-31,2019-09-24,205.54,Home,Furniture
APOE2LSR,Item BUL1H,2024-05-05,2026-01-05,340.22,Clothing,Apparel
THXNCQP1,Item L2QF0,2007-07-24,2008-06-19,229.95,Beauty,Skincare
Y4SSGWVR,Item KT2TH,2002-06-13,2004-06-25,147.10,Books,Skincare
U96JHMEL,Item U9M3M,2005-10-11,2007-03-07,427.28,Books,Skincare
OUAO2PFJ,Item 6F6BO,2019-12-25,2021-02-05,191.11,Home,Apparel
ZHSA6S5I,Item 0BI4E,2015-05-09,2017-02-12,336.86,Clothing,Gadgets
NZFPTU4O,Item 51XVG,2004-12-29,2005-10-31,28.11,Clothing,Furniture
EKEDDC1E,Item WKFVH,2015-05-15,2017-01-28,60.98,Clothing,Furniture
SACBU4T0,Item TT2MF,2024-01-02,2025-03-03,218.12,Beauty,Apparel
